13796,11,6.972270,6.139046,-2.715163
13800,10,9.725744,5.942711,4.860477
13803,9,10.051371,4.697663,4.597102
13807,11,0.469287,3.103044,-4.913152
13811,10,10.750514,1.273780,3.773454
13815,9,11.037833,-0.617735,3.567542
13819,11,0.004789,-4.803013,-5.214837
13824,10,11.334729,-4.223587,3.261069
13828,9,11.277265,-5.641026,3.270646
13832,11,0.000000,-9.151105,-5.171739
13835,10,10.951637,-6.957905,3.466981
13839,9,10.740937,-6.890863,3.538810
13843,11,0.766184,-8.768013,-4.903575
13847,10,10.463195,-5.415960,3.701624
13851,9,10.391366,-4.391190,3.773454
13855,11,0.536328,-3.294589,-5.090332
13859,10,10.324324,-1.987289,3.658527
13863,9,10.300381,-0.780550,3.625006
13867,11,0.009577,0.354360,-4.941884
13871,10,10.333902,1.508424,3.572331
13875,9,10.357845,2.576292,3.548388
13879,11,0.067041,1.091812,-5.056812
13883,10,10.525447,4.443865,3.457403
13887,9,10.602066,5.176528,3.428672
13890,11,0.028732,5.056812,-4.980193
13894,10,10.764880,5.933134,3.285012
13898,9,10.822343,5.765532,3.155719
13902,11,0.996039,5.018503,-4.932307
13906,10,10.817555,4.592313,2.767838
13911,9,10.793612,3.668104,2.662488
13915,11,0.919420,2.609813,-5.123853
13918,10,10.659529,1.719124,2.537983
13922,9,10.520659,0.857168,2.566715
13926,11,0.498019,0.019155,-5.056812
13930,10,10.233340,-0.579426,2.609813
13934,9,10.094470,-1.216316,2.533195
13938,11,0.014366,-2.442210,-5.018503
13941,10,9.955598,-2.140525,2.442210
13945,9,9.912501,-2.322494,2.518829
13949,11,0.081407,-2.241087,-4.965827
13954,10,9.926867,-1.987289,2.806147
13958,9,9.946022,-1.551522,2.988116
13962,11,0.153237,-2.298551,-4.908364
13965,10,9.984331,-0.732663,3.036002
13969,9,10.017850,-0.124505,3.064734
13973,11,0.153237,0.009577,-4.908364
13977,10,10.080103,1.029559,3.012059
13981,9,10.132779,1.556310,3.036002
13985,11,0.076618,2.011232,-6.799880
13988,10,10.238128,2.327283,2.945018
13992,9,10.271649,2.494885,2.806147
13997,11,0.000000,0.000000,-7.125507
14001,10,10.276438,2.408690,2.490097
14005,9,10.266860,2.202778,2.332071
14009,11,0.000000,0.076618,-7.360151
14012,10,10.271649,1.594620,2.054330
14016,9,10.295593,1.197162,1.934614
14020,11,0.469287,0.153237,-7.393671
14024,10,10.276438,0.368726,1.570676
14028,9,10.238128,-0.014366,1.513213
14032,11,0.004789,-2.178835,-5.928346
14036,10,10.104046,-0.646467,1.350399
14040,9,10.051371,-0.857168,1.249837
14044,11,0.191546,-2.375169,-6.129469
14048,10,9.936444,-1.058291,1.225894
14052,9,9.840671,-1.043925,1.268992
14056,11,6.129469,-2.451787,-5.942711
14060,10,9.673069,-0.928998,1.388708
14063,9,9.653914,-0.871534,1.465326
14067,11,6.129469,-3.371208,-5.693702
14071,10,9.720954,-0.569849,1.623351
14075,9,9.759263,-0.349571,1.834052
14080,11,0.000000,-2.700797,-5.387228
14084,10,9.874192,0.124505,2.150103
14087,9,9.907711,0.272953,2.193201
14091,11,0.086196,0.306473,-5.032868
14095,10,9.955598,0.478865,2.145314
14099,9,9.974753,0.565060,2.140525
14102,11,0.004789,0.459710,-5.210048
14106,10,10.013062,0.622524,2.159680
14110,9,10.017850,0.641679,2.150103
14114,11,0.000000,0.498019,-5.104698
14118,10,10.051371,0.440556,2.030386
14123,9,10.089680,0.287319,1.968134
14126,11,0.019155,0.023943,-5.392017
14130,10,10.214185,-0.086196,1.891516
14134,9,10.290803,-0.287319,1.905882
14138,11,0.000000,-2.408690,-5.521310
14142,10,10.338690,-0.636890,1.676027
14146,9,10.309958,-0.742240,1.570676
14150,11,0.086196,-3.280223,-5.866093
14153,10,10.151933,-0.780550,1.427017
14157,9,10.037006,-0.804493,1.245048
14161,11,0.119716,-3.313744,-6.129469
14166,10,9.792784,-0.895477,0.952941
14170,9,9.649125,-0.943364,0.785338
14174,11,6.129469,-3.677681,-6.560447
14178,10,9.380961,-1.240260,0.411824
14181,9,9.275610,-1.407862,0.339994
14185,11,6.139046,-4.166123,-7.130296
14189,10,9.175049,-1.752645,0.014366
14193,9,9.165472,-1.925036,-0.100562
14197,11,6.134257,-4.597102,-0.124505
14200,10,9.261244,-2.250664,-0.407035
14204,9,9.366595,-2.279396,-0.493231
14209,11,5.803841,-4.874843,-0.383092
14213,10,9.586873,-2.418267,-0.622524
14217,9,9.701800,-2.490097,-0.656045
14221,11,0.000000,-3.371208,-0.459710
