13797,11,7.063255,-2.413478,-6.282705
13801,10,9.543775,-1.474903,3.476558
13805,9,9.232513,-2.451787,4.774281
13809,11,6.823822,-2.451787,-6.139046
13812,10,9.639548,-1.474903,3.672893
13816,9,9.558140,-1.834052,4.261896
13820,11,0.019155,-3.830918,-5.066389
13825,10,9.917289,-1.067868,4.281051
13829,9,0.172391,-2.140525,4.539638
13833,11,0.038309,-3.189239,-5.219625
13836,10,10.070526,-0.627313,4.621045
13840,9,9.807150,-2.427844,4.750338
13844,11,0.354360,-2.451787,-5.061600
13848,10,10.185454,-0.330417,4.659354
13852,9,9.811939,-2.451787,4.745550
13856,11,0.339994,-2.336860,-4.908364
13859,10,10.257284,-0.296896,4.357669
13863,9,10.118412,-2.116582,4.879631
13868,11,0.277742,0.153237,-4.999348
13872,10,10.453618,0.761395,4.434288
13876,9,10.420097,1.101389,4.510906
13880,11,0.617735,0.124505,-4.956250
13884,10,10.496716,1.388708,4.558792
13887,9,10.424886,1.312089,4.898786
13891,11,0.612947,0.861956,-4.903575
13895,10,10.333902,0.818859,4.697663
13899,9,0.402246,0.383092,4.898786
13903,11,0.038309,0.038309,-4.913152
13907,10,9.946022,-0.296896,4.798225
13911,9,9.299553,-1.072657,4.826957
13915,11,7.053678,-2.221932,-4.994559
13919,10,9.567718,-1.230682,4.678508
13923,9,8.892518,-1.431806,4.826957
13927,11,6.842977,-3.974577,-5.210048
13930,10,9.687434,-1.460537,4.534849
13934,9,0.000000,-1.800531,4.779070
13938,11,0.038309,-4.233164,-4.961039
13942,10,10.142355,-1.450960,4.285840
13946,9,0.023943,-2.107005,4.281051
13950,11,0.632101,-4.175701,-5.755954
13954,10,10.558968,-1.589831,3.840495
13958,9,0.632101,-4.137392,4.041618
13962,11,0.612947,-2.365592,-6.191721
13966,10,10.712204,-1.767011,3.294589
13970,9,9.816728,-4.281051,4.443865
13974,11,0.627313,-2.140525,-7.053678
13978,10,10.678684,-2.020809,2.442210
13981,9,9.807150,-4.903575,2.351226
13985,11,0.617735,-2.437422,-5.329764
13989,10,10.525447,-2.083062,1.532367
13993,9,10.094470,-4.860477,1.221105
13998,11,0.009577,-1.838841,-6.493406
14002,10,10.147145,-1.465326,0.684777
14006,9,10.041794,-3.581908,1.225894
14009,11,0.000000,-2.140525,-6.742415
14013,10,9.946022,-0.507597,0.244221
14017,9,9.850248,-3.055157,1.149275
14021,11,0.000000,0.000000,-6.819034
14025,10,9.773630,0.201123,0.258587
14028,9,0.019155,0.114928,1.072657
