9.998696,0.363937,2.772627,-0.057024,0.018263,0.006480
10.003485,0.387880,2.806147,-0.062085,0.014534,0.006080
9.998696,0.397458,2.786993,-0.064481,0.012803,0.008211
10.003485,0.411824,2.763050,-0.064215,0.010673,0.010075
9.979541,0.407035,2.791781,-0.063017,0.006545,0.010741
9.974753,0.402246,2.763050,-0.063816,0.005480,0.011540
9.960387,0.378303,2.763050,-0.064082,0.003882,0.009010
9.974753,0.354360,2.806147,-0.063017,0.001352,0.007412
9.969964,0.354360,2.729529,-0.064615,0.001085,0.007012
9.960387,0.330417,2.719952,-0.066878,0.001751,0.005414
9.965176,0.335205,2.753472,-0.071273,0.001618,0.006346
9.965176,0.320839,2.719952,-0.072871,0.003216,0.006613
9.984331,0.325628,2.734318,-0.074335,0.003482,0.006480
9.998696,0.330417,2.724740,-0.075800,0.006278,0.005947
10.008274,0.325628,2.715163,-0.077664,0.006412,0.007545
9.979541,0.320839,2.724740,-0.079662,0.006012,0.005547
9.989119,0.330417,2.672065,-0.082724,0.007211,0.004216
9.974753,0.359149,2.696008,-0.084722,0.008143,0.002085
9.989119,0.402246,2.734318,-0.085654,0.006012,0.001553
9.984331,0.407035,2.715163,-0.079529,0.007344,0.000221
9.979541,0.378303,2.743895,-0.074468,0.008276,0.001419
9.984331,0.359149,2.719952,-0.072338,0.007077,0.001286
9.969964,0.335205,2.672065,-0.067278,0.008276,0.002485
9.969964,0.316051,2.681643,-0.066612,0.010273,0.001952
9.950810,0.301685,2.638545,-0.065813,0.012936,-0.000045
9.960387,0.316051,2.648122,-0.064881,0.017064,-0.002708
9.941232,0.330417,2.648122,-0.059155,0.020660,-0.003507
9.974753,0.368726,2.557138,-0.045839,0.026119,-0.003774
9.955598,0.402246,2.552349,-0.024400,0.028916,-0.002043
9.969964,0.517174,2.461365,0.009422,0.034109,-0.000711
9.969964,0.574638,2.547560,0.064684,0.035174,0.005015
9.960387,0.550694,2.657699,0.083726,0.036373,0.008477
9.969964,0.560272,2.614601,0.104099,0.037038,0.008344
9.960387,0.483653,2.672065,0.129133,0.038503,0.010208
9.974753,0.407035,2.705586,0.140718,0.035307,0.010208
9.941232,0.335205,2.681643,0.147110,0.036639,0.009010
9.922078,0.263376,2.729529,0.140186,0.039435,0.008876
9.926867,0.258587,2.748684,0.125538,0.040767,0.010741
9.922078,0.249010,2.753472,0.112089,0.043031,0.010474
9.955598,0.234644,2.815725,0.097974,0.044229,0.011140
9.965176,0.229855,2.772627,0.087854,0.045561,0.009675
9.969964,0.263376,2.758261,0.077867,0.048357,0.008876
9.965176,0.287319,2.763050,0.073073,0.048091,0.004748
9.960387,0.320839,2.753472,0.069211,0.046892,0.002485
9.950810,0.373515,2.796570,0.067347,0.045294,0.001153
9.946022,0.392669,2.815725,0.072807,0.040634,0.001020
9.941232,0.383092,2.825302,0.078399,0.040367,0.001553
9.922078,0.368726,2.782204,0.086788,0.041166,0.002485
9.888557,0.349571,2.633756,0.113554,0.054083,-0.001776
9.926867,0.344783,2.528406,0.145113,0.065268,-0.009766
10.041794,0.373515,2.537983,0.197444,0.062339,-0.022416
9.912501,0.344783,2.475731,0.246714,0.027051,-0.031604
9.946022,0.512385,2.360803,0.293586,0.021858,-0.041325
9.917289,0.521963,2.528406,0.366291,-0.010633,-0.043322
9.687434,0.560272,2.691220,0.423683,-0.025813,-0.032536
9.591661,0.651256,2.494885,0.485869,-0.013562,-0.014560
9.538986,0.526751,2.992905,0.569627,0.014801,0.008077
9.543775,0.430978,2.916286,0.603583,0.066866,0.018997
9.740109,0.129293,2.916286,0.629016,0.098425,0.029783
9.668279,-0.244221,2.940229,0.620627,0.113739,0.040702
9.711378,-0.708720,3.074312,0.591332,0.150491,0.044430
9.625182,-1.082234,3.064734,0.508240,0.179786,0.048425
9.692223,-1.077446,2.997693,0.368156,0.208815,0.046294
9.816728,-0.660833,3.059946,0.199974,0.219468,0.040036
9.984331,-0.071830,3.117409,0.072274,0.208416,0.030049
10.175876,0.502808,3.227548,-0.003627,0.190039,0.018064
10.309958,0.876322,3.380785,-0.027330,0.169000,0.007545
10.391366,1.053502,3.419094,-0.011883,0.151689,0.000754
10.343479,0.991250,3.562754,0.035788,0.132781,-0.000445
10.281227,0.847591,3.620217,0.071076,0.120530,0.006746
10.171088,0.684777,3.529233,0.099838,0.109744,0.016733
10.080103,0.622524,3.505290,0.123807,0.099224,0.022991
10.003485,0.646467,3.462192,0.146178,0.088305,0.028451
9.989119,0.651256,3.256280,0.179202,0.082180,0.031514
9.969964,0.632101,3.146141,0.210095,0.076853,0.031514
9.936444,0.622524,2.940229,0.229936,0.076853,0.029649
9.922078,0.541117,2.719952,0.237126,0.079650,0.025788
9.888557,0.454922,2.523617,0.219815,0.083112,0.019662
9.840671,0.373515,2.260241,0.185593,0.092566,0.014869
9.831093,0.344783,1.992077,0.115018,0.110010,0.006746
9.845459,0.349571,1.834052,0.054963,0.123859,0.002218
9.859826,0.354360,1.575465,-0.002695,0.143700,-0.001377
9.831093,0.387880,1.407862,-0.060087,0.168601,-0.002575
9.787996,0.464499,1.187584,-0.109090,0.199893,-0.003108
9.778418,0.593792,0.938575,-0.144111,0.232384,-0.000844
9.711378,0.675199,0.756606,-0.153166,0.264875,0.000354
9.668279,0.742240,0.378303,-0.155430,0.301494,0.000754
9.634759,0.785338,0.033521,-0.159691,0.345171,-0.003374
9.610816,0.842802,-0.114928,-0.163153,0.393375,-0.011231
9.572506,0.871534,-0.325628,-0.159425,0.447571,-0.021351
9.538986,0.790127,-0.430978,-0.157827,0.506561,-0.028808
9.538986,0.584215,-0.493231,-0.170743,0.591384,-0.041991
9.562930,0.378303,-0.512385,-0.185524,0.656499,-0.051711
9.577295,0.086196,-0.325628,-0.213221,0.721348,-0.069954
9.649125,-0.205912,-0.134082,-0.257963,0.786064,-0.088197
9.720954,-0.536328,0.076618,-0.318018,0.846652,-0.109902
9.835883,-0.861956,0.244221,-0.402841,0.906973,-0.131208
9.946022,-1.087023,0.335205,-0.503910,0.967295,-0.150649
10.084892,-1.139698,0.454922,-0.614832,1.028815,-0.164498
10.415308,-0.876322,0.656045,-0.739337,1.107512,-0.178613
10.774457,-0.545906,0.723086,-0.792734,1.165703,-0.188200
11.200647,-0.162814,0.876322,-0.805650,1.220299,-0.194326
11.636414,0.134082,0.991250,-0.771295,1.278357,-0.198853
12.048237,0.287319,1.106178,-0.705248,1.335616,-0.201383
12.397809,0.306473,1.264203,-0.623088,1.395138,-0.203780
12.689916,0.162814,1.355187,-0.540928,1.454394,-0.204979
12.905405,0.019155,1.441383,-0.465693,1.516447,-0.204979
13.202301,-0.229855,1.690392,-0.403108,1.603933,-0.203248
13.398636,-0.612947,1.977711,-0.350509,1.663855,-0.198986
13.527930,-1.158853,2.097428,-0.337992,1.704469,-0.193394
13.460888,-1.374342,2.202778,-0.400711,1.720182,-0.201383
13.259765,-1.216316,2.365592,-0.491792,1.721780,-0.229613
