t,sensor,ax,ay,az,gx,gy,gz
1585485551.183649,17,0.003907203907203907,-0.9963369963369964,0.7687423687423688,0.9844322344322344,4.8840048840048835,0.0
1585485551.198227,27,0.007814407814407814,-1.9934065934065934,-0.2341880341880342,0.992063492063492,0.41208791208791207,-3.785103785103785
1585485551.212606,22,0.0,-0.9963369963369964,-0.2253968253968254,0.045787545787545784,0.3968253968253968,-3.785103785103785
1585485551.226868,6,0.004395604395604396,-0.9841269841269841,0.8129426129426129,3.998778998778999,0.2442002442002442,-3.159340659340659
1585485551.241619,13,0.0,-0.9960927960927961,-0.18705738705738706,0.0,0.4884004884004884,0.1221001221001221
1585485551.255817,19,0.035897435897435895,-1.0,-0.17973137973137973,1.465201465201465,-3.785103785103785,-2.4420024420024418
1585485551.270285,26,0.03711843711843712,-0.9824175824175824,-0.16263736263736264,5.990537240537241,-2.7625152625152625,-1.7551892551892552
1585485551.284878,17,0.0,-0.9792429792429792,0.7523809523809524,3.907203907203907,-6.105006105006105,0.496031746031746
1585485551.299335,27,0.011721611721611722,-0.9992673992673993,-0.22783882783882783,0.4884004884004884,-4.8840048840048835,-1.9536019536019535
1585485551.313811,22,0.0019536019536019536,-0.9924297924297925,-0.21782661782661783,0.25946275946275943,-6.578144078144078,-2.808302808302808
1585485551.328334,6,0.07032967032967033,-0.9846153846153847,0.8315018315018315,4.777167277167277,1.465201465201465,-1.9230769230769231
1585485551.342992,13,0.0,-0.9982905982905983,-0.23394383394383395,0.09157509157509157,-6.761294261294261,1.0073260073260073
1585485551.357138,19,0.003418803418803419,-0.9775335775335775,-0.18705738705738706,1.0989010989010988,-3.7698412698412698,-0.9768009768009768
1585485551.371612,26,0.07228327228327228,-0.978998778998779,-0.14725274725274726,4.784798534798535,-2.5717338217338215,0.022893772893772892
1585485551.386117,17,0.07277167277167278,-0.9807081807081807,0.7824175824175824,4.227716727716728,-1.9536019536019535,0.13736263736263735
1585485551.400507,27,0.06275946275946276,-1.0002442002442002,-0.23833943833943833,0.7326007326007326,0.3052503052503052,-1.9230769230769231
1585485551.414994,22,0.0,-0.9843711843711843,-0.23052503052503054,0.045787545787545784,0.0,-0.9081196581196581
1585485551.429489,6,0.06349206349206349,-0.9841269841269841,0.8158730158730159,4.8840048840048835,1.3125763125763126,-1.6941391941391941
1585485551.443948,13,0.05860805860805861,-1.0,-0.25006105006105006,5.387667887667887,0.18315018315018314,1.2210012210012209
1585485551.458525,19,0.03736263736263736,-0.9982905982905983,-0.1873015873015873,4.8840048840048835,0.007631257631257631,0.06105006105006105
1585485551.473161,26,0.05641025641025641,-0.9821733821733821,-0.1623931623931624,5.738705738705739,-0.3128815628815629,-0.1755189255189255
1585485551.487664,17,0.008302808302808303,-0.9758241758241758,0.7814407814407814,3.968253968253968,-1.3354700854700854,0.007631257631257631
1585485551.502372,27,0.016605616605616606,-1.0002442002442002,-0.21636141636141637,0.1221001221001221,-0.9539072039072038,0.007631257631257631
1585485551.516748,22,0.05958485958485958,-0.9963369963369964,-0.18754578754578755,4.41086691086691,-3.1746031746031744,0.3052503052503052
1585485551.531297,6,0.01562881562881563,-0.9807081807081807,0.852991452991453,4.525335775335775,0.015262515262515262,0.6028693528693528
1585485551.545791,13,0.04737484737484737,-0.9914529914529915,-0.2341880341880342,3.968253968253968,-2.3351648351648353,0.3663003663003663
1585485551.560482,19,0.01684981684981685,-0.9846153846153847,-0.15213675213675212,5.006105006105006,-2.793040293040293,0.6868131868131868
1585485551.574945,26,0.0547008547008547,-0.9768009768009768,-0.13675213675213677,4.80006105006105,-2.258852258852259,0.8852258852258852
1585485551.589419,17,0.007814407814407814,-0.9836385836385836,0.7931623931623931,4.036935286935287,-1.7017704517704517,0.2747252747252747
1585485551.603915,27,0.008058608058608058,-0.9924297924297925,-0.24615384615384617,3.9377289377289375,0.06105006105006105,0.09157509157509157
1585485551.618427,22,0.003907203907203907,-1.9750915750915752,-0.2236874236874237,7.814407814407814,-3.2356532356532357,-0.9691697191697192
1585485551.633061,6,0.008058608058608058,-1.0002442002442002,0.8449328449328449,8.058608058608058,0.030525030525030524,0.2442002442002442
1585485551.647574,13,0.013919413919413919,-0.9982905982905983,-0.13626373626373625,8.79120879120879,-7.814407814407814,0.18315018315018314
1585485551.662063,19,0.04322344322344322,-0.9846153846153847,-0.16336996336996337,5.9523809523809526,-5.12057387057387,1.8467643467643466
1585485551.676548,26,0.06593406593406594,-0.9860805860805861,-0.11941391941391942,6.6239316239316235,-5.082417582417582,2.2817460317460316
1585485551.691103,17,0.06446886446886446,-0.9843711843711843,0.7501831501831502,2.045177045177045,-4.815323565323565,0.2747252747252747
1585485551.705635,27,0.06544566544566545,-1.0002442002442002,-0.12503052503052503,0.3205128205128205,-3.8461538461538463,0.4884004884004884
1585485551.72041,22,0.0019536019536019536,-0.9914529914529915,-0.24957264957264957,6.013431013431013,-3.3119658119658117,3.357753357753358
1585485551.734949,6,0.023687423687423687,-0.9826617826617826,0.7506715506715507,5.86080586080586,2.0528083028083026,2.1978021978021975
1585485551.749205,13,0.06251526251526252,-0.9885225885225886,-0.11672771672771673,3.9224664224664223,-4.609279609279609,2.258852258852259
1585485551.763515,19,0.002442002442002442,-0.9804639804639804,-0.2148962148962149,2.6938339438339436,0.5189255189255189,0.992063492063492
1585485551.778121,26,0.10354090354090353,-0.978998778998779,-0.08424908424908426,2.5183150183150182,-0.4884004884004884,4.029304029304029
1585485551.79291,17,0.06251526251526252,-0.9846153846153847,0.7638583638583638,1.5186202686202686,0.6105006105006104,0.0
1585485551.807453,27,0.06349206349206349,-0.9992673992673993,-0.22075702075702075,1.2515262515262515,0.007631257631257631,0.2442002442002442
