t,sensor,ax,ay,az,gx,gy,gz
1585485691.311793,17,0.0014652014652014652,-2.0004884004884005,-0.9684981684981685,-108.42490842490842,8.44017094017094,6.265262515262515
1585485691.32667,27,-0.8268620268620268,-1.2002442002442002,-0.8073260073260073,-148.47374847374846,1.9536019536019535,1.2515262515262515
1585485691.341317,22,0.0004884004884004884,-1.5934065934065933,0.5042735042735043,-29.304029304029303,35.16483516483516,0.0
1585485691.355679,6,0.023443223443223443,-2.0004884004884005,0.09426129426129426,-250.06105006105005,2.022283272283272,36.14163614163614
1585485691.370206,13,0.4415140415140415,-1.7345543345543346,0.9054945054945055,-237.54578754578753,1.9536019536019535,31.509462759462757
1585485691.384511,19,0.015873015873015872,-1.9916971916971917,0.0,132.60073260073258,3.9377289377289375,2.4420024420024418
1585485691.399032,26,-0.10256410256410256,-0.9257631257631258,-0.23492063492063492,-46.047008547008545,-17.9029304029304,32.60836385836386
1585485691.413499,17,-0.3277167277167277,-0.8354090354090354,1.0024420024420024,10.073260073260073,-42.002442002442,10.744810744810744
1585485691.427977,27,-0.9687423687423687,-1.9916971916971917,0.01562881562881563,0.007631257631257631,-116.76587301587301,41.63614163614164
1585485691.442488,22,1.000976800976801,-0.9658119658119658,-0.06544566544566545,0.007631257631257631,-109.25671550671551,-78.08302808302808
1585485691.457103,6,1.2190476190476192,-1.891086691086691,1.3763125763125763,15.644078144078144,81.57814407814408,2.251221001221001
1585485691.471766,13,0.1474969474969475,-1.2503052503052503,-1.3748473748473748,2.4496336996336994,125.67918192918192,8.394383394383395
1585485691.486305,19,0.08595848595848596,-1.9965811965811966,-0.4048840048840049,0.4884004884004884,0.2518315018315018,1.2362637362637363
1585485691.500892,26,0.23052503052503054,-0.9181929181929182,0.002442002442002442,25.663919413919412,-16.52930402930403,1.510989010989011
1585485691.515618,17,0.07912087912087912,-0.9377289377289377,0.007814407814407814,2.0604395604395602,-9.768009768009767,-26.953601953601954
1585485691.530336,27,-0.3125763125763126,-0.9836385836385836,-0.037606837606837605,17.857142857142858,2.464896214896215,11.767399267399266
1585485691.544969,22,-0.7499389499389499,-0.9846153846153847,-0.09328449328449329,16.613247863247864,0.0,-29.05982905982906
1585485691.559676,6,0.6280830280830281,-0.8976800976800977,0.6576312576312576,17.46794871794872,8.302808302808302,-89.71306471306471
1585485691.574276,13,0.0002442002442002442,-0.8576312576312576,-1.0822954822954822,0.0,-31.12789987789988,-26.862026862026863
1585485691.588928,19,0.2568986568986569,-0.7501831501831502,-0.12307692307692308,8.798840048840049,62.53052503052503,8.089133089133089
1585485691.603505,26,0.010500610500610501,-0.7653235653235653,-0.16019536019536018,5.715811965811966,-24.099511599511597,-20.398351648351646
1585485691.617888,17,0.02148962148962149,-0.7951159951159951,0.7540903540903541,5.372405372405372,-31.135531135531135,-23.1990231990232
1585485691.632508,27,0.13113553113553114,-1.852014652014652,-0.25006105006105006,0.0,-27.342796092796092,4.151404151404151
1585485691.647145,22,0.01562881562881563,-0.8744810744810745,0.002197802197802198,0.06105006105006105,7.829670329670329,-11.66056166056166
1585485691.661845,6,0.0004884004884004884,-0.9435897435897436,0.5001221001221001,2.8235653235653233,-85.82875457875457,-193.04029304029302
1585485691.676282,13,0.0,-0.800976800976801,-0.8854700854700854,5.662393162393162,0.25946275946275943,0.1221001221001221
1585485691.690665,19,0.12722832722832722,-0.842002442002442,-0.11721611721611722,0.2442002442002442,3.9224664224664223,0.015262515262515262
1585485691.705265,26,0.11672771672771673,-0.7054945054945055,-0.13113553113553114,7.013125763125763,14.102564102564102,4.265873015873016
1585485691.719919,17,0.06446886446886446,-0.7501831501831502,0.7506715506715507,1.2515262515262515,1.9536019536019535,4.945054945054945
1585485691.734252,27,0.09792429792429792,-1.7814407814407813,-0.15506715506715507,1.8315018315018314,21.146214896214897,4.5787545787545785
1585485691.749149,22,0.0002442002442002442,-0.9626373626373627,-0.23809523809523808,-85.92796092796092,0.9768009768009768,0.5494505494505494
1585485691.770613,6,0.1452991452991453,-2.0004884004884005,0.7306471306471306,203.42643467643467,0.015262515262515262,0.6486568986568987
1585485691.785115,13,0.008547008547008548,-1.9692307692307693,-0.42246642246642246,229.09035409035408,24.54212454212454,0.5799755799755799
1585485691.801195,19,0.1619047619047619,-1.028083028083028,0.5006105006105006,-103.47985347985347,2.1062271062271063,1.984126984126984
1585485691.815712,26,0.16483516483516483,-1.1621489621489622,-0.4415140415140415,-29.075091575091573,73.33638583638583,15.43040293040293
1585485691.830417,17,0.016605616605616606,-1.717216117216117,0.5338217338217338,-124.29029304029304,62.51526251526251,1.465201465201465
1585485691.844976,27,0.01562881562881563,-1.2481074481074481,0.06349206349206349,-138.64468864468864,47.405372405372404,41.6056166056166
1585485691.859423,22,-0.49914529914529915,-1.180952380952381,-0.5304029304029304,0.6715506715506715,31.265262515262513,0.0763125763125763
1585485691.874056,6,-0.24053724053724054,-2.0004884004884005,-0.9995115995115995,-93.48290598290598,18.086080586080584,96.21489621489621
1585485691.888785,13,0.2827838827838828,-0.9865689865689866,-0.7772893772893773,-163.47680097680097,1.0073260073260073,-26.236263736263737
1585485691.903315,19,0.01978021978021978,-1.9711843711843713,0.5023199023199023,-31.227106227106226,1.5873015873015872,1.0683760683760684
1585485691.924713,26,-0.08644688644688645,-1.6275946275946276,-0.22417582417582418,22.084859584859583,50.18315018315018,-18.711843711843713
1585485691.939259,17,-0.49572649572649574,-1.9956043956043956,0.39487179487179486,0.0,78.2051282051282,-249.8015873015873
1585485691.9538,27,-0.29084249084249086,-1.7147741147741147,0.01562881562881563,-250.06105006105005,201.7094017094017,31.417887667887666
1585485691.968196,22,0.12527472527472527,-2.0004884004884005,-0.17191697191697192,183.88278388278388,0.45787545787545786,8.195970695970695
1585485691.982766,6,0.006349206349206349,-1.9692307692307693,1.8915750915750915,-38.94993894993895,-11.66056166056166,63.58363858363858
1585485691.997262,13,0.07032967032967033,-1.9926739926739927,0.06251526251526252,12.217643467643468,-65.42277167277167,-30.21978021978022
1585485692.011852,19,0.13724053724053725,0.005860805860805861,0.02148962148962149,3.9224664224664223,5.868437118437118,8.79120879120879
1585485692.026364,26,0.4778998778998779,-1.4517704517704517,-0.04810744810744811,31.066849816849818,19.90995115995116,-32.356532356532355
1585485692.040719,17,0.12893772893772892,-1.2503052503052503,0.15042735042735042,23.48901098901099,15.75091575091575,-19.32234432234432
1585485692.055167,27,0.005128205128205128,-1.3118437118437118,-0.9882783882783883,15.68986568986569,32.60836385836386,-9.340659340659341
1585485692.069753,22,0.0,-1.7465201465201465,-0.12503052503052503,15.995115995115995,23.534798534798533,2.3046398046398044
1585485692.084186,6,0.012698412698412698,-1.5003663003663004,0.8205128205128205,17.094017094017094,7.913614163614163,1.6178266178266179
1585485692.098834,13,0.03125763125763126,-1.9374847374847375,0.03907203907203907,8.127289377289378,27.358058608058606,15.651709401709402
