"669376 	 2 	-3820 	16344 	-5060 	
";20607156;2;-2960;16532;-5088
"695716 	 0 	-3844 	16396 	-5020 	
";20634192;0;-3044;16504;-5124
"695716 	 1 	80 	15040 	-7144 	
";20634192;1;1032;48;-7160
"695716 	 2 	-4000 	16320 	-4972 	
";20634192;2;-2996;16484;-5200
"722248 	 0 	-4036 	16208 	-5052 	
";20661236;0;-3020;16424;-5092
"722248 	 1 	48 	14976 	-7152 	
";20661236;1;1024;40;-7592
"722248 	 2 	-4036 	16252 	-5204 	
";20661236;2;-3032;16480;-5108
"748796 	 0 	-4112 	16236 	-5160 	
";20688272;0;-3012;16480;-5120
"748796 	 1 	616 	14880 	-7904 	
";20688272;1;1032;4;-7136
"748796 	 2 	-4032 	16284 	-5220 	
";20688272;2;-3056;16488;-5064
"775396 	 0 	-4020 	16292 	-5220 	
";20715052;0;-2928;16516;-5112
"775396 	 1 	48 	15036 	-7868 	
";20715052;1;1024;0;-7132
"775396 	 2 	-4064 	16268 	-5068 	
";20715052;2;-3052;16492;-5148
"801948 	 0 	-3892 	16344 	-5088 	
";20741836;0;-3040;16492;-5064
"801948 	 1 	0 	14992 	-7036 	
";20741836;1;1072;4;-7488
"801948 	 2 	-4004 	16280 	-4976 	
";20741836;2;-2980;16496;-5112
"828432 	 0 	-4024 	16384 	-4996 	
";20768612;0;-2972;16476;-5016
"828432 	 1 	120 	15136 	-7168 	
";20768612;1;1024;0;-7552
"828432 	 2 	-4044 	16328 	-5232 	
";20768612;2;-2952;16480;-5116
"855024 	 0 	-3976 	16356 	-5168 	
";20795404;0;-3012;16544;-5092
"855024 	 1 	16 	14988 	-7156 	
";20795404;1;1044;8;-7136
"855024 	 2 	-3996 	16304 	-5132 	
";20795404;2;-3076;16420;-5108
"881584 	 0 	-4044 	16324 	-5240 	
";20822176;0;-3040;16540;-5100
"881584 	 1 	556 	14912 	-7800 	
";20822176;1;1096;104;-7536
"881584 	 2 	-4060 	16256 	-5152 	
";20822176;2;-2948;16476;-5128
"908164 	 0 	-4024 	16296 	-5108 	
";20849476;0;-2992;16540;-5128
"908164 	 1 	80 	14992 	-7996 	
";20849476;1;1024;32;-7152
"908164 	 2 	-3968 	16324 	-5048 	
";20849476;2;-2980;16512;-5052
"934708 	 0 	-4012 	16388 	-5120 	
";20876512;0;-3016;16480;-5112
"934708 	 1 	20 	14992 	-7932 	
";20876512;1;1140;0;-7552
"934708 	 2 	-3948 	16324 	-5116 	
";20876512;2;-3000;16496;-5100
"961268 	 0 	-3888 	16356 	-5060 	
";20903296;0;-3016;16516;-5176
"961268 	 1 	136 	14984 	-7136 	
";20903296;1;1024;24;-7548
"961268 	 2 	-3960 	16316 	-5028 	
";20903296;2;-3016;16484;-5120
"987872 	 0 	-3916 	16328 	-4988 	
";20930336;0;-2992;16468;-5128
"987872 	 1 	56 	15112 	-7024 	
";20930336;1;1028;0;-7168
"987872 	 2 	-3924 	16316 	-5084 	
";20930336;2;-3004;16500;-5136
"1014412 	 0 	-3976 	16332 	-4992 	
";20957112;0;-3008;16456;-5180
"1014412 	 1 	136 	14980 	-7092 	
";20957112;1;1028;24;-7168
"1014412 	 2 	-3892 	16356 	-5084 	
";20957112;2;-2992;16460;-5080
"1041148 	 0 	-3900 	16304 	-5084 	
";20984152;0;-2976;16512;-5056
"1041148 	 1 	16 	0 	-7892 	
";20984152;1;1056;64;-7168
"1041148 	 2 	-3976 	16352 	-5172 	
";209;;;;
"1067672 	 0 	-4020 	16340 	-5116 	
";;;;;
"1067672 	 1 	16 	14976 	-7136 	
";;;;;
"1067672 	 2 	-3996 	16204 	-5128 	
";;;;;
"1094364 	 0 	-4092 	16308 	-5176 	
";;;;;
"1094364 	 1 	44 	14888 	-7916 	
";;;;;
"1094364 	 2 	-4048 	16272 	-5096 	
";;;;;
"1121068 	 0 	-4036 	16296 	-5088 	
";;;;;
"1121068 	 1 	20 	14976 	-7160 	
";;;;;
"1121068 	 2 	-4036 	16316 	-5124 	
";;;;;
"1147756 	 0 	-4048 	16332 	-5040 	
";;;;;
"1147756 	 1 	4 	15072 	-7168 	
";;;;;
"1147756 	 2 	-3936 	16352 	-5164 	
";;;;;
"1174404 	 0 	-3916 	16328 	-5088 	
";;;;;
"1174404 	 1 	8 	15040 	-7856 	
";;;;;
"1174404 	 2 	-3932 	16412 	-5140 	
";;;;;
"1201056 	 0 	-3956 	16400 	-5060 	
";;;;;
"1201056 	 1 	80 	15104 	-7796 	
";;;;;
"1201056 	 2 	-4008 	16308 	-5100 	
";;;;;
"1227756 	 0 	-4012 	16320 	-5060 	
";;;;;
"1227756 	 1 	16 	14976 	-7164 	
";;;;;
"1227756 	 2 	-4004 	16256 	-5164 	
";;;;;
"1254460 	 0 	-3968 	16248 	-5184 	
";;;;;
"1254460 	 1 	72 	14928 	-7152 	
";;;;;
"1254460 	 2 	-4032 	16260 	-5120 	
";;;;;
"1281156 	 0 	-3984 	16280 	-5244 	
";;;;;
"1281156 	 1 	36 	15104 	-7072 	
";;;;;
"1281156 	 2 	-3988 	16356 	-5080 	
";;;;;
"1307852 	 0 	-3912 	16384 	-5048 	
";;;;;
"1307852 	 1 	228 	0 	-7164 	
";;;;;
"1307852 	 2 	-3900 	16460 	-5056 	
";;;;;
"1334416 	 0 	-3936 	16364 	-5040 	
";;;;;
"1334416 	 1 	148 	0 	-7152 	
";;;;;
"1334416 	 2 	-3928 	16260 	-5060 	
";;;;;
"1360964 	 0 	-4008 	16356 	-5088 	
";;;;;
"1360964 	 1 	80 	14948 	-7168 	
";;;;;
"1360964 	 2 	-4100 	16280 	-5140 	
";;;;;
"1387660 	 0 	-4128 	16164 	-5220 	
";;;;;
"1387660 	 1 	560 	14888 	-7936 	
";;;;;
"1387660 	 2 	-4040 	16208 	-5236 	
";;;;;
"1414388 	 0 	-4044 	16340 	-5276 	
";;;;;
"1414388 	 1 	0 	15072 	-7856 	
";;;;;
"1414388 	 2 	-3984 	16408 	-5140 	
";;;;;
"1441052 	 0 	-3884 	16440 	-5128 	
";;;;;
"1441052 	 1 	144 	24 	-7152 	
";;;;;
"1441052 	 2 	-3896 	16444 	-5140 	
";;;;;
"1467668 	 0 	-3892 	16392 	-5012 	
";;;;;
"1467668 	 1 	0 	15052 	-7072 	
";;;;;
"1467668 	 2 	-3872 	16316 	-5060 	
";;;;;
"1494340 	 0 	-3960 	16256 	-5076 	
";;;;;
"1494340 	 1 	108 	14848 	-7168 	
";;;;;
"1494340 	 2 	-4024 	16244 	-5196 	
";;;;;
"1521080 	 0 	-4068 	16292 	-5212 	
";;;;;
"1521080 	 1 	0 	15008 	-7856 	
";;;;;
"1521080 	 2 	-4080 	16284 	-5264 	
";;;;;
"1547728 	 0 	-4040 	16328 	-5212 	
";;;;;
"1547728 	 1 	12 	14976 	-7936 	
";;;;;
"1547728 	 2 	-3980 	16252 	-5072 	
";;;;;
"1574424 	 0 	-3948 	16312 	-5092 	
";;;;;
"1574424 	 1 	32 	15040 	-7824 	
";;;;;
"1574424 	 2 	-3872 	16380 	-4936 	
";;;;;
"1601124 	 0 	-3940 	16412 	-5016 	
";;;;;
"1601124 	 1 	4 	15028 	-7136 	
";;;;;
"1601124 	 2 	-3880 	16308 	-5124 	
";;;;;
"1627764 	 0 	-3972 	16424 	-5064 	
";;;;;
"1627764 	 1 	96 	0 	-7040 	
";;;;;
"1627764 	 2 	-3976 	16268 	-5164 	
";;;;;
"1654280 	 0 	-4040 	16336 	-5196 	
";;;;;
"1654280 	 1 	68 	14976 	-8000 	
";;;;;
"1654280 	 2 	-4004 	16268 	-5152 	
";;;;;
"1680972 	 0 	-4100 	16304 	-5236 	
";;;;;
"1680972 	 1 	64 	14944 	-7936 	
";;;;;
"1680972 	 2 	-3956 	16304 	-5088 	
";;;;;
"1707668 	 0 	-4000 	16288 	-5104 	
";;;;;
"1707668 	 1 	4 	15140 	-7112 	
";;;;;
"1707668 	 2 	-3944 	16320 	-5040 	
";;;;;
"1734312 	 0 	-3860 	16332 	-5160 	
";;;;;
"1734312 	 1 	0 	15000 	-7056 	
";;;;;
"1734312 	 2 	-4000 	16364 	-5072 	
";;;;;
"1760960 	 0 	-3888 	16340 	-5028 	
";;;;;
"1760960 	 1 	4 	15008 	-7772 	
";;;;;
"1760960 	 2 	-3976 	16260 	-5092 	
";;;;;
"1787604 	 0 	-3908 	16284 	-5120 	
";;;;;
"1787604 	 1 	100 	14984 	-7088 	
";;;;;
"1787604 	 2 	-3912 	16304 	-5004 	
";;;;;
"1814336 	 0 	-3952 	16292 	-5148 	
";;;;;
"1814336 	 1 	4 	15136 	-8004 	
";;;;;
"1814336 	 2 	-3996 	16368 	-5136 	
";;;;;
"1840992 	 0 	-3952 	16376 	-5160 	
";;;;;
"1840992 	 1 	56 	15020 	-7996 	
";;;;;
"1840992 	 2 	-3876 	16456 	-5184 	
";;;;;
"1867676 	 0 	-3856 	16456 	-5080 	
";;;;;
"1867676 	 1 	80 	0 	-7884 	
";;;;;
"1867676 	 2 	-3928 	16304 	-5148 	
";;;;;
"1894192 	 0 	-3980 	16272 	-5164 	
";;;;;
"1894192 	 1 	8 	14964 	-7164 	
";;;;;
"1894192 	 2 	-4012 	16224 	-5172 	
";;;;;
"1920848 	 0 	-4004 	16260 	-5136 	
";;;;;
"1920848 	 1 	16 	15108 	-7132 	
";;;;;
"1920848 	 2 	-3912 	16412 	-5216 	
";;;;;
"1947552 	 0 	-3924 	16356 	-5116 	
";;;;;
"1947552 	 1 	168 	28 	-7152 	
";;;;;
"1947552 	 2 	-3956 	16404 	-5220 	
";;;;;
"1974160 	 0 	-3996 	16388 	-5244 	
";;;;;
"1974160 	 1 	40 	14980 	-8156 	
";;;;;
"1974160 	 2 	-3980 	16308 	-5220 	
";;;;;
"2000868 	 0 	-3992 	16336 	-5184 	
";;;;;
"2000868 	 1 	4 	14976 	-8048 	
";;;;;
"2000868 	 2 	-4100 	16216 	-5052 	
";;;;;
"2027516 	 0 	-3968 	16252 	-5204 	
";;;;;
"2027516 	 1 	0 	14848 	-7836 	
";;;;;
"2027516 	 2 	-4020 	16212 	-4964 	
";;;;;
"2054192 	 0 	-3948 	16328 	-5052 	
";;;;;
"2054192 	 1 	0 	15120 	-7008 	
";;;;;
"2054192 	 2 	-3868 	16272 	-4956 	
";;;;;
"2080840 	 0 	-3888 	16380 	-5020 	
";;;;;
"2080840 	 1 	8 	15040 	-7104 	
";;;;;
"2080840 	 2 	-3912 	16408 	-5060 	
";;;;;
"2107488 	 0 	-3920 	16408 	-4976 	
";;;;;
"2107488 	 1 	0 	14976 	-7840 	
";;;;;
"2107488 	 2 	-3996 	16356 	-5132 	
";;;;;
"2134136 	 0 	-4040 	16360 	-5156 	
";;;;;
"2134136 	 1 	740 	14976 	-7772 	
";;;;;
"2134136 	 2 	-4104 	16216 	-5208 	
";;;;;
"2160872 	 0 	-4112 	16288 	-5152 	
";;;;;
"2160872 	 1 	528 	15136 	-7664 	
";;;;;
"2160872 	 2 	-4116 	16252 	-5184 	
";;;;;
"2187608 	 0 	-4064 	16232 	-5116 	
";;;;;
"2187608 	 1 	64 	15136 	-7060 	
";;;;;
"2187608 	 2 	-4044 	16320 	-5124 	
";;;;;
"2214320 	 0 	-4004 	16392 	-5052 	
";;;;;
"2214320 	 1 	76 	15080 	-7136 	
";;;;;
"2214320 	 2 	-3976 	16360 	-5088 	
";;;;;
"2241016 	 0 	-4120 	16316 	-5048 	
";;;;;
"2241016 	 1 	72 	14980 	-7148 	
";;;;;
"2241016 	 2 	-4040 	16344 	-5204 	
";;;;;
"2267712 	 0 	-4072 	16208 	-5240 	
";;;;;
"2267712 	 1 	4 	14884 	-7904 	
";;;;;
"2267712 	 2 	-4092 	16228 	-5292 	
";;;;;
"2294348 	 0 	-4120 	16260 	-5244 	
";;;;;
"2294348 	 1 	32 	14976 	-7152 	
";;;;;
"2294348 	 2 	-3984 	16292 	-5168 	
";;;;;
"2321040 	 0 	-4000 	16340 	-5200 	
";;;;;
"2321040 	 1 	0 	14888 	-7168 	
";;;;;
"2321040 	 2 	-3864 	16348 	-5024 	
";;;;;
"2347688 	 0 	-3872 	16408 	-5084 	
";;;;;
"2347688 	 1 	4 	32 	-7040 	
";;;;;
"2347688 	 2 	-3780 	16380 	-4984 	
";;;;;
"2374196 	 0 	-3792 	16344 	-4928 	
";;;;;
"2374196 	 1 	76 	15020 	-7040 	
";;;;;
"2374196 	 2 	-3804 	16368 	-5000 	
";;;;;
"2400900 	 0 	-3888 	16384 	-5044 	
";;;;;
"2400900 	 1 	128 	0 	-7104 	
";;;;;
"2400900 	 2 	-3892 	16396 	-5192 	
";;;;;
"2427452 	 0 	-3884 	16352 	-5104 	
";;;;;
"2427452 	 1 	8 	15072 	-7136 	
";;;;;
"2427452 	 2 	-3928 	16336 	-5140 	
";;;;;
"2454104 	 0 	-3900 	16268 	-5056 	
";;;;;
"2454104 	 1 	32 	15024 	-7168 	
";;;;;
"2454104 	 2 	-3992 	16324 	-5060 	
";;;;;
"2480804 	 0 	-3956 	16280 	-5124 	
";;;;;
"2480804 	 1 	32 	14996 	-7152 	
";;;;;
"2480804 	 2 	-3960 	16252 	-5124 	
";;;;;
"2507500 	 0 	-3936 	16304 	-5184 	
";;;;;
"2507500 	 1 	0 	14984 	-7924 	
";;;;;
"2507500 	 2 	-3988 	16312 	-5092 	
";;;;;
"2534156 	 0 	-4020 	16276 	-5220 	
";;;;;
"2534156 	 1 	4 	15104 	-7928 	
";;;;;
"2534156 	 2 	-4076 	16208 	-5244 	
";;;;;
"2560816 	 0 	-4084 	16272 	-5160 	
";;;;;
"2560816 	 1 	52 	15108 	-7912 	
";;;;;
"2560816 	 2 	-4032 	16272 	-5188 	
";;;;;
"2587504 	 0 	-3980 	16316 	-5156 	
";;;;;
"2587504 	 1 	4 	15136 	-7164 	
";;;;;
"2587504 	 2 	-4044 	16356 	-5196 	
";;;;;
"2614144 	 0 	-3940 	16388 	-5104 	
";;;;;
"2614144 	 1 	136 	15060 	-7108 	
";;;;;
"2614144 	 2 	-3884 	16408 	-5096 	
";;;;;
"2640880 	 0 	-3924 	16388 	-5028 	
";;;;;
"2640880 	 1 	132 	15000 	-7128 	
";;;;;
"2640880 	 2 	-3876 	16332 	-4904 	
";;;;;
"2667628 	 0 	-3972 	16336 	-4984 	
";;;;;
"2667628 	 1 	140 	14888 	-7104 	
";;;;;
"2667628 	 2 	-4012 	16264 	-4952 	
";;;;;
"2694396 	 0 	-4100 	16244 	-5124 	
";;;;;
"2694396 	 1 	0 	14984 	-7104 	
";;;;;
"2694396 	 2 	-4020 	16264 	-5076 	
";;;;;
"2721080 	 0 	-3992 	16268 	-5088 	
";;;;;
"2721080 	 1 	0 	15192 	-7168 	
";;;;;
"2721080 	 2 	-4020 	16356 	-5112 	
";;;;;
"2747720 	 0 	-3952 	16372 	-5136 	
";;;;;
"2747720 	 1 	164 	15040 	-7152 	
";;;;;
"2747720 	 2 	-3912 	16384 	-4992 	
";;;;;
"2774468 	 0 	-3892 	16364 	-5064 	
";;;;;
"2774468 	 1 	8 	14976 	-7164 	
";;;;;
"2774468 	 2 	-4068 	16324 	-5124 	
";;;;;
"2801108 	 0 	-4036 	16236 	-5128 	
";;;;;
"2801108 	 1 	0 	14848 	-7100 	
";;;;;
"2801108 	 2 	-4128 	16192 	-5164 	
";;;;;
"2827744 	 0 	-4052 	16152 	-5112 	
";;;;;
"2827744 	 1 	16 	14852 	-7808 	
";;;;;
"2827744 	 2 	-4048 	16260 	-5212 	
";;;;;
"2854440 	 0 	-4092 	16280 	-5176 	
";;;;;
"2854440 	 1 	64 	15072 	-7908 	
";;;;;
"2854440 	 2 	-3932 	16372 	-5320 	
";;;;;
"2881140 	 0 	-3976 	16424 	-5144 	
";;;;;
"2881140 	 1 	0 	14976 	-7168 	
";;;;;
"2881140 	 2 	-3940 	16324 	-4984 	
";;;;;
"2907788 	 0 	-3904 	16296 	-4924 	
";;;;;
"2907788 	 1 	96 	14992 	-7168 	
";;;;;
"2907788 	 2 	-3904 	16340 	-5024 	
";;;;;
"2934500 	 0 	-3912 	16280 	-5032 	
";;;;;
"2934500 	 1 	8 	15172 	-7160 	
";;;;;
"2934500 	 2 	-3920 	16336 	-5216 	
";;;;;
"2961148 	 0 	-3992 	16288 	-5116 	
";;;;;
"2961148 	 1 	96 	15076 	-7936 	
";;;;;
"2961148 	 2 	-3964 	16380 	-5168 	
";;;;;
"2987852 	 0 	-3948 	16404 	-5148 	
";;;;;
"2987852 	 1 	160 	14980 	-7136 	
";;;;;
"2987852 	 2 	-3944 	16328 	-5124 	
";;;;;
"3014588 	 0 	-3996 	16320 	-5096 	
";;;;;
"3014588 	 1 	128 	14984 	-7164 	
";;;;;
"3014588 	 2 	-4016 	16196 	-5068 	
";;;;;
"3041348 	 0 	-4028 	16172 	-5080 	
";;;;;
"3041348 	 1 	12 	14988 	-7808 	
";;;;;
"3041348 	 2 	-4076 	16312 	-5116 	
";;;;;
"3068060 	 0 	-4008 	16376 	-5108 	
";;;;;
"3068060 	 1 	64 	15088 	-7904 	
";;;;;
"3068060 	 2 	-3988 	16348 	-5180 	
";;;;;
"3094756 	 0 	-3948 	16360 	-5224 	
";;;;;
"3094756 	 1 	0 	14992 	-7152 	
";;;;;
"3094756 	 2 	-4040 	16384 	-5096 	
";;;;;
"3121412 	 0 	-4000 	16328 	-5152 	
";;;;;
"3121412 	 1 	16 	14976 	-7160 	
";;;;;
"3121412 	 2 	-3972 	16300 	-4988 	
";;;;;
"3148104 	 0 	-3992 	16340 	-5028 	
";;;;;
"3148104 	 1 	36 	14928 	-7096 	
";;;;;
"3148104 	 2 	-4056 	16296 	-5100 	
";;;;;
"3174804 	 0 	-4052 	16348 	-5104 	
";;;;;
"3174804 	 1 	20 	15116 	-7796 	
";;;;;
"3174804 	 2 	-4036 	16292 	-5132 	
";;;;;
"3201500 	 0 	-4016 	16364 	-5104 	
";;;;;
"3201500 	 1 	80 	15048 	-7860 	
";;;;;
"3201500 	 2 	-4040 	16272 	-5060 	
";;;;;
"3228184 	 0 	-4008 	16324 	-5124 	
";;;;;
"3228184 	 1 	0 	14984 	-7164 	
";;;;;
"3228184 	 2 	-4044 	16304 	-5136 	
";;;;;
"3254824 	 0 	-4056 	16324 	-5156 	
";;;;;
"3254824 	 1 	0 	15140 	-7112 	
";;;;;
"3254824 	 2 	-4092 	16268 	-5176 	
";;;;;
"3281468 	 0 	-4004 	16272 	-5144 	
";;;;;
"3281468 	 1 	68 	14976 	-7152 	
";;;;;
"3281468 	 2 	-4000 	16356 	-5024 	
";;;;;
"3308160 	 0 	-3948 	16344 	-4980 	
";;;;;
"3308160 	 1 	128 	14932 	-7152 	
";;;;;
"3308160 	 2 	-4080 	16364 	-5072 	
";;;;;
"3334896 	 0 	-3952 	16384 	-5152 	
";;;;;
"3334896 	 1 	16 	14976 	-7072 	
";;;;;
"3334896 	 2 	-4004 	16308 	-5056 	
";;;;;
"3361584 	 0 	-4048 	16316 	-5148 	
";;;;;
"3361584 	 1 	4 	15076 	-7168 	
";;;;;
"3361584 	 2 	-4020 	16392 	-5124 	
";;;;;
"3388240 	 0 	-4016 	16352 	-5256 	
";;;;;
"3388240 	 1 	20 	15044 	-7104 	
";;;;;
"3388240 	 2 	-3996 	16344 	-5096 	
";;;;;
"3414948 	 0 	-3984 	16376 	-5068 	
";;;;;
"3414948 	 1 	132 	14996 	-7168 	
";;;;;
"3414948 	 2 	-4036 	16268 	-5024 	
";;;;;
"3441704 	 0 	-3960 	16332 	-5060 	
";;;;;
"3441704 	 1 	88 	14880 	-7100 	
";;;;;
"3441704 	 2 	-4112 	16232 	-4984 	
";;;;;
"3468408 	 0 	-4076 	16244 	-4960 	
";;;;;
"3468408 	 1 	40 	14944 	-7164 	
";;;;;
"3468408 	 2 	-4008 	16292 	-5204 	
";;;;;
"3495104 	 0 	-4024 	16352 	-5112 	
";;;;;
"3495104 	 1 	72 	15072 	-7784 	
";;;;;
"3495104 	 2 	-4072 	16364 	-5244 	
";;;;;
"3521800 	 0 	-4004 	16348 	-5024 	
";;;;;
"3521800 	 1 	96 	14976 	-7160 	
";;;;;
"3521800 	 2 	-4004 	16272 	-4992 	
";;;;;
"3548496 	 0 	-4044 	16252 	-5064 	
";;;;;
"3548496 	 1 	592 	14944 	-7104 	
";;;;;
"3548496 	 2 	-4120 	16256 	-5036 	
";;;;;
"3575236 	 0 	-4040 	16220 	-5076 	
";;;;;
"3575236 	 1 	32 	15108 	-7788 	
";;;;;
"3575236 	 2 	-4004 	16312 	-5184 	
";;;;;
"3601940 	 0 	-4028 	16388 	-5100 	
";;;;;
"3601940 	 1 	0 	14980 	-7892 	
";;;;;
"3601940 	 2 	-4048 	16296 	-5240 	
";;;;;
"3628592 	 0 	-4008 	16308 	-5148 	
";;;;;
"3628592 	 1 	64 	15008 	-7840 	
";;;;;
"3628592 	 2 	-3976 	16252 	-5180 	
";;;;;
"3655288 	 0 	-4044 	16296 	-5080 	
";;;;;
"3655288 	 1 	104 	14984 	-7164 	
";;;;;
"3655288 	 2 	-3976 	16336 	-5168 	
";;;;;
"3682032 	 0 	-4016 	16372 	-5104 	
";;;;;
"3682032 	 1 	40 	14984 	-8000 	
";;;;;
"3682032 	 2 	-3952 	16308 	-5124 	
";;;;;
"3708732 	 0 	-4028 	16316 	-5168 	
";;;;;
"3708732 	 1 	4 	14980 	-7148 	
";;;;;
"3708732 	 2 	-4072 	16276 	-5072 	
";;;;;
"3735392 	 0 	-3904 	16372 	-5064 	
";;;;;
"3735392 	 1 	192 	15112 	-7136 	
";;;;;
"3735392 	 2 	-3964 	16344 	-5124 	
";;;;;
"3762152 	 0 	-3992 	16316 	-5104 	
";;;;;
"3762152 	 1 	128 	0 	-7968 	
";;;;;
"3762152 	 2 	-3836 	16300 	-5160 	
";;;;;
"3788712 	 0 	-3968 	16488 	-5020 	
";;;;;
"3788712 	 1 	12 	0 	-7168 	
";;;;;
"3788712 	 2 	-3900 	16392 	-5040 	
";;;;;
"3815236 	 0 	-3916 	16400 	-5144 	
";;;;;
"3815236 	 1 	72 	14892 	-7156 	
";;;;;
"3815236 	 2 	-4056 	16268 	-5084 	
";;;;;
"3841932 	 0 	-4076 	16236 	-5032 	
";;;;;
