rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:00:01.31,486.82,390.14,-689.45,9.75,0.51,4.01,0.0,-20.40,-56.25,29.80,500.0,
01/01/2000,00:00:01.33,525.88,400.39,-692.38,5.42,-3.20,3.42,-1.65,-18.60,-58.65,29.47,100.0,
01/01/2000,00:00:01.34,541.02,389.16,-692.87,1.86,-10.88,-0.51,-0.45,-21.75,-56.40,29.75,93.750,
01/01/2000,00:00:01.35,548.34,391.11,-706.05,3.22,-13.95,1.94,-0.75,-20.40,-57.75,29.66,95.238,
01/01/2000,00:00:01.36,553.22,363.28,-760.74,4.39,-10.98,-1.91,-0.30,-19.65,-56.55,29.42,94.340,
01/01/2000,00:00:01.37,494.14,415.04,-701.66,13.16,-3.03,-11.84,0.30,-18.90,-57.75,29.66,93.750,
01/01/2000,00:00:01.38,496.58,425.29,-708.01,19.61,-2.40,-14.31,-1.50,-18.0,-57.75,29.56,93.333,
01/01/2000,00:00:01.40,469.73,397.95,-722.66,15.12,-1.04,-17.60,-1.95,-19.80,-58.95,29.61,93.023,
01/01/2000,00:00:01.41,518.07,384.77,-769.04,12.77,9.44,-15.07,-1.95,-19.80,-58.95,29.56,93.750,
01/01/2000,00:00:01.41,506.35,379.88,-763.18,7.43,9.34,-16.68,-1.20,-20.25,-57.45,29.56,93.458,
01/01/2000,00:00:01.42,495.12,363.28,-761.72,3.62,1.50,-10.53,-1.05,-19.95,-58.05,29.61,92.437,
01/01/2000,00:00:01.44,507.32,354.49,-749.02,4.83,-4.21,-6.67,-0.15,-19.80,-57.90,29.42,93.023,
01/01/2000,00:00:01.45,502.93,347.66,-771.00,-6.76,-10.04,-0.02,-1.50,-19.65,-58.50,29.66,92.857,
01/01/2000,00:00:01.46,559.08,352.54,-724.12,1.63,-9.38,12.53,0.15,-20.25,-58.95,29.80,93.333,
01/01/2000,00:00:01.47,517.58,322.75,-754.39,-7.45,-19.08,16.66,-0.30,-18.45,-57.30,29.66,93.168,
01/01/2000,00:00:01.48,579.59,249.02,-683.11,3.79,-9.64,5.13,-0.90,-18.60,-57.15,30.09,93.023,
01/01/2000,00:00:01.49,462.89,391.60,-708.98,-0.37,-9.95,4.36,-0.90,-18.60,-57.15,29.80,92.896,
01/01/2000,00:00:01.50,435.55,414.06,-794.92,10.06,3.60,-0.08,-0.90,-18.60,-57.15,29.80,92.784,
01/01/2000,00:00:01.51,419.92,400.39,-810.06,6.82,-3.63,6.69,-1.50,-19.95,-57.30,29.90,93.137,
01/01/2000,00:00:01.52,457.03,316.41,-939.45,11.98,-0.32,2.45,-0.90,-20.55,-56.70,29.80,93.023,
01/01/2000,00:00:01.53,509.77,435.55,-686.52,5.89,2.51,4.93,-0.75,-20.85,-57.30,29.56,93.333,
01/01/2000,00:00:01.54,547.36,386.23,-687.01,2.76,-10.67,7.13,0.15,-19.80,-57.15,29.80,92.827,
01/01/2000,00:00:01.55,503.42,394.04,-778.32,13.85,-7.79,7.13,-1.50,-19.20,-58.05,29.66,93.117,
01/01/2000,00:00:01.57,537.60,293.95,-777.83,11.65,-8.61,9.66,-1.20,-19.05,-57.90,29.80,93.023,
01/01/2000,00:00:01.57,502.44,391.60,-735.35,6.94,2.95,-2.87,-1.20,-19.05,-57.90,29.56,93.284,
01/01/2000,00:00:01.59,515.63,432.62,-709.47,15.71,1.77,-0.56,-1.20,-19.05,-57.90,29.47,93.190,
01/01/2000,00:00:01.60,550.29,411.62,-752.93,5.73,-7.74,-8.39,-1.20,-19.05,-58.95,29.61,93.103,
01/01/2000,00:00:01.61,518.07,362.30,-776.37,5.49,-5.37,2.37,-2.40,-21.0,-58.95,29.66,93.023,
01/01/2000,00:00:01.62,529.79,350.59,-797.36,1.62,-5.04,11.72,-1.65,-19.80,-58.20,29.61,93.248,
01/01/2000,00:00:01.63,526.37,352.05,-798.34,1.47,0.43,14.60,-1.20,-19.35,-58.65,29.99,93.168,
01/01/2000,00:00:01.64,487.79,357.91,-783.20,2.53,5.53,11.12,-1.50,-20.85,-60.30,29.95,93.373,
01/01/2000,00:00:01.65,521.48,361.33,-751.95,2.60,2.77,12.86,-1.05,-20.85,-57.75,29.95,93.294,
01/01/2000,00:00:01.66,526.86,383.30,-754.88,-3.56,-6.69,12.89,-1.05,-20.85,-57.75,29.80,93.220,
01/01/2000,00:00:01.67,499.51,364.26,-747.56,-3.80,-14.73,15.87,-1.05,-20.85,-57.75,29.61,93.151,
01/01/2000,00:00:01.68,477.05,370.12,-772.46,-5.44,-16.92,14.33,-1.65,-19.80,-58.65,29.80,93.333,
01/01/2000,00:00:01.69,497.56,340.82,-785.64,-7.56,-14.64,5.10,-2.40,-19.05,-59.40,29.90,93.264,
01/01/2000,00:00:01.70,512.21,348.63,-829.59,-9.50,-10.98,6.02,-0.30,-19.65,-58.05,29.80,93.199,
01/01/2000,00:00:01.71,341.31,116.21,-837.40,-29.53,-61.82,94.23,-0.45,-21.0,-57.90,29.66,93.137,
01/01/2000,00:00:01.72,453.61,361.82,-771.00,-12.45,1.41,14.15,-1.05,-19.65,-58.05,29.66,93.079,
01/01/2000,00:00:01.74,495.12,367.19,-697.27,-1.89,-4.43,3.07,-1.05,-20.85,-58.80,29.66,93.023,
01/01/2000,00:00:01.74,477.54,345.70,-740.72,4.49,-4.01,9.60,-1.05,-20.85,-58.80,29.80,93.182,
01/01/2000,00:00:01.76,449.71,344.73,-751.46,4.18,-1.75,-1.66,-1.05,-20.85,-58.80,29.75,93.126,
01/01/2000,00:00:01.77,498.05,354.98,-769.53,2.60,-3.26,2.98,-1.65,-20.25,-58.95,29.66,93.074,
01/01/2000,00:00:01.78,453.61,331.05,-790.04,-5.29,-9.37,0.13,-2.40,-19.35,-58.65,29.75,93.023,
01/01/2000,00:00:01.79,488.77,335.45,-811.52,-12.97,-9.76,-2.82,-0.75,-20.40,-57.75,29.90,93.168,
