rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:00:01.31,-93.26,166.99,-987.30,4.28,5.14,5.42,0.75,-58.20,-75.90,26.78,500.0,
01/01/2000,00:00:01.33,-106.45,135.74,-1002.44,2.27,0.22,-1.65,-1.65,-58.80,-76.95,26.30,100.0,
01/01/2000,00:00:01.34,-119.14,104.00,-968.75,-1.70,-8.26,-1.02,-1.20,-58.35,-76.20,26.30,93.750,
01/01/2000,00:00:01.35,-130.37,106.45,-958.50,-3.80,-9.84,3.36,0.30,-58.95,-78.15,26.64,95.238,
01/01/2000,00:00:01.36,-116.21,121.58,-977.54,-3.44,-9.63,0.76,0.0,-58.65,-77.10,26.50,94.340,
01/01/2000,00:00:01.37,-112.30,110.84,-945.31,-6.30,-7.14,-0.88,0.0,-58.65,-77.10,26.50,93.750,
01/01/2000,00:00:01.38,-106.45,114.75,-934.08,-8.69,-0.45,0.37,0.0,-58.65,-77.10,26.98,93.333,
01/01/2000,00:00:01.40,-108.40,163.09,-933.11,-7.18,0.36,1.18,0.45,-59.55,-75.45,26.78,94.118,
01/01/2000,00:00:01.40,-109.86,131.35,-963.87,-7.85,-1.95,2.34,0.75,-57.45,-76.65,26.59,93.750,
01/01/2000,00:00:01.41,-117.68,137.70,-961.91,-0.56,1.69,-3.95,-1.80,-57.75,-76.35,26.59,93.458,
01/01/2000,00:00:01.42,-122.07,116.21,-962.89,-0.78,-2.25,-2.43,-0.45,-58.05,-75.75,26.50,93.220,
01/01/2000,00:00:01.44,-115.23,120.61,-965.33,5.73,-5.49,-2.84,-0.75,-57.45,-75.90,26.93,93.023,
01/01/2000,00:00:01.44,-118.16,124.51,-941.89,4.88,-3.76,1.38,0.0,-57.0,-77.40,26.50,93.525,
01/01/2000,00:00:01.46,-114.75,138.67,-962.40,2.75,-3.74,-1.42,-0.45,-58.05,-77.55,26.74,93.333,
01/01/2000,00:00:01.47,-97.17,129.39,-944.34,-0.66,-6.18,1.11,-0.45,-58.05,-77.55,26.45,93.750,
01/01/2000,00:00:01.47,-104.49,155.27,-944.82,3.02,-3.81,-0.76,-0.45,-58.05,-77.55,26.64,93.567,
01/01/2000,00:00:01.49,-93.75,129.39,-944.34,-2.16,0.59,-1.68,-0.15,-58.35,-75.75,26.64,92.896,
01/01/2000,00:00:01.50,-104.00,129.39,-927.73,-8.52,0.38,-2.24,-1.65,-59.25,-78.0,26.59,93.264,
01/01/2000,00:00:01.51,-123.05,130.37,-951.17,-4.93,1.14,-2.21,-0.15,-59.25,-76.95,26.98,93.137,
01/01/2000,00:00:01.52,-130.86,108.40,-969.73,-1.94,-1.78,-1.54,-0.15,-58.80,-76.50,26.45,93.458,
01/01/2000,00:00:01.53,-133.30,102.54,-939.45,-7.87,-5.76,-0.58,-0.45,-58.35,-76.20,26.74,93.333,
01/01/2000,00:00:01.54,-152.83,109.38,-956.54,-3.02,-7.18,-3.18,1.20,-58.05,-77.25,26.50,92.827,
01/01/2000,00:00:01.55,-153.32,95.21,-972.17,3.32,-7.50,0.37,0.75,-59.85,-77.85,26.78,93.117,
01/01/2000,00:00:01.57,-146.97,104.49,-955.08,7.60,-0.21,4.23,0.75,-59.85,-77.85,26.30,93.023,
01/01/2000,00:00:01.57,-139.65,130.37,-953.61,9.57,-0.71,5.09,0.75,-59.85,-77.85,26.50,93.284,
01/01/2000,00:00:01.59,-113.28,146.00,-949.22,2.35,4.91,2.35,-0.45,-59.55,-77.25,26.50,93.190,
01/01/2000,00:00:01.60,-116.21,155.27,-968.75,2.89,4.69,5.83,-0.30,-58.95,-76.65,26.74,93.103,
01/01/2000,00:00:01.61,-128.91,147.95,-958.50,3.51,1.56,2.93,-1.50,-59.85,-76.65,26.59,93.023,
01/01/2000,00:00:01.62,-130.86,131.84,-934.08,0.53,6.07,3.75,0.15,-59.25,-76.50,26.40,93.248,
01/01/2000,00:00:01.63,-122.56,144.04,-945.31,3.79,4.60,9.66,-0.75,-58.20,-75.90,26.64,93.168,
01/01/2000,00:00:01.64,-120.61,170.41,-975.59,2.62,3.56,-2.21,0.90,-58.05,-76.50,26.74,93.373,
01/01/2000,00:00:01.65,-130.37,156.74,-970.21,3.35,-2.80,-1.43,-1.20,-59.55,-76.20,26.93,93.567,
01/01/2000,00:00:01.66,-145.02,136.23,-970.21,5.05,-4.31,0.78,0.15,-57.60,-75.45,26.50,93.220,
01/01/2000,00:00:01.67,-141.11,129.39,-974.61,0.66,-1.18,1.39,0.15,-57.60,-75.45,26.64,93.151,
01/01/2000,00:00:01.68,-133.79,135.74,-982.91,-1.87,-4.50,1.66,-0.90,-58.05,-76.95,26.45,93.333,
01/01/2000,00:00:01.69,-118.65,139.65,-992.68,4.57,-3.80,-1.82,0.75,-57.75,-76.65,26.59,93.264,
01/01/2000,00:00:01.70,-124.51,116.70,-982.91,-1.60,0.34,1.02,-0.30,-58.95,-76.35,26.83,93.434,
01/01/2000,00:00:01.71,-128.91,125.98,-967.77,-4.79,2.51,1.44,0.0,-58.65,-76.65,26.74,93.137,
01/01/2000,00:00:01.72,-138.18,132.32,-1016.60,-2.42,2.63,3.52,-0.30,-58.20,-76.35,26.74,93.301,
01/01/2000,00:00:01.73,-126.46,108.40,-1000.98,-4.06,0.37,3.50,-0.30,-58.20,-76.35,26.83,93.240,
01/01/2000,00:00:01.74,-144.04,89.84,-973.63,-2.44,4.28,3.75,0.15,-59.55,-76.50,26.74,93.394,
01/01/2000,00:00:01.76,-135.25,111.33,-988.77,-6.15,2.96,3.38,-0.75,-57.75,-76.35,26.45,93.333,
01/01/2000,00:00:01.76,-129.88,132.32,-1006.84,-5.77,0.08,2.51,-0.75,-57.75,-76.35,26.83,93.275,
01/01/2000,00:00:01.78,-126.95,109.38,-992.19,-4.83,-4.46,1.22,-0.90,-58.05,-77.25,26.83,93.220,
