rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:00:01.31,-880.86,-469.24,-281.74,-1.63,0.92,2.17,53.85,-50.40,-87.90,31.72,500.0,
01/01/2000,00:00:01.41,-877.93,-462.40,-257.32,1.73,2.34,-2.88,52.95,-50.55,-87.75,31.67,19.608,
01/01/2000,00:00:01.51,-879.88,-449.71,-280.27,-0.20,3.54,0.64,53.70,-49.80,-88.80,32.06,14.851,
01/01/2000,00:00:01.61,-832.03,-460.45,-240.72,1.96,-0.90,1.03,54.15,-50.70,-88.65,32.10,13.245,
01/01/2000,00:00:01.71,-824.71,-458.98,-239.75,-1.35,-1.79,2.57,53.25,-49.35,-87.0,32.10,12.438,
01/01/2000,00:00:01.81,-807.13,-488.28,-203.13,-7.62,-31.66,1.81,53.25,-48.90,-87.75,32.20,11.952,
01/01/2000,00:00:01.91,-740.72,-410.64,-76.66,-32.02,-118.79,-4.07,59.10,-48.75,-87.15,32.01,11.628,
01/01/2000,00:00:02.00,-1258.79,-307.13,-48.34,-41.55,-177.84,37.79,92.25,-43.20,-87.45,31.91,11.396,
01/01/2000,00:00:02.10,-918.46,-364.75,225.10,-6.14,-24.39,-10.88,111.60,-53.85,-54.0,31.72,11.222,
01/01/2000,00:00:02.20,-831.54,-323.24,192.87,20.01,-24.02,-27.51,113.10,-45.15,-70.80,31.91,11.086,
01/01/2000,00:00:02.30,-981.93,-322.27,245.61,1.13,-88.17,19.97,103.65,-44.40,-67.35,32.01,10.978,
01/01/2000,00:00:02.40,-669.43,-374.02,624.02,26.58,-140.50,23.03,86.25,-61.50,-11.70,32.20,10.889,
01/01/2000,00:00:02.50,-725.10,-310.06,822.75,62.02,-124.14,36.36,70.35,-50.85,6.0,32.39,10.815,
01/01/2000,00:00:02.60,-622.56,-203.13,813.48,-6.96,-40.69,25.41,60.15,-46.20,23.25,31.91,10.753,
01/01/2000,00:00:02.70,-613.77,-322.75,934.57,-1.66,-83.29,24.99,58.05,-43.65,16.65,32.06,10.699,
01/01/2000,00:00:02.80,-547.85,-223.63,742.68,-1.70,-60.50,10.73,47.25,-41.40,23.25,32.25,10.652,
01/01/2000,00:00:02.90,-306.64,-151.37,778.32,14.63,19.0,-9.34,34.65,-36.0,29.55,32.29,10.612,
01/01/2000,00:00:03.00,-466.80,-174.32,872.56,-13.10,23.74,1.37,38.10,-30.45,18.0,32.25,10.576,
01/01/2000,00:00:03.10,-377.44,5.37,931.15,-20.45,31.79,14.38,32.55,-12.90,-6.30,32.10,10.544,
01/01/2000,00:00:03.20,-377.44,-68.85,968.26,-4.20,14.44,1.0,31.80,-12.60,-7.35,31.91,10.515,
01/01/2000,00:00:03.30,-381.84,-62.50,948.24,0.72,-2.49,-1.47,32.40,-11.55,-7.95,32.25,10.490,
01/01/2000,00:00:03.41,-387.21,-74.22,954.10,0.58,0.45,0.63,32.25,-12.15,-7.35,31.91,10.466,
01/01/2000,00:00:03.51,-369.63,-51.27,957.52,4.15,-13.53,0.48,31.50,-10.50,-6.60,32.25,10.445,
01/01/2000,00:00:03.61,-366.21,-59.08,962.40,1.69,-6.04,-1.53,31.65,-11.10,-5.40,32.29,10.426,
01/01/2000,00:00:03.71,-348.14,-50.29,969.73,1.96,-2.47,-2.19,29.85,-10.95,-5.55,32.10,10.408,
01/01/2000,00:00:03.81,-339.84,-66.41,978.03,2.59,-8.56,-1.45,31.05,-12.15,-5.10,32.25,10.392,
01/01/2000,00:00:03.91,-318.85,-58.59,982.91,3.04,-9.03,0.13,29.10,-12.90,-3.30,32.01,10.377,
01/01/2000,00:00:04.01,-325.68,-39.55,985.35,-1.27,3.38,-0.92,30.75,-12.60,-4.35,32.25,10.363,
01/01/2000,00:00:04.11,-336.43,-59.08,969.24,-1.46,6.21,-0.06,29.70,-11.55,-5.70,32.29,10.350,
01/01/2000,00:00:04.21,-335.94,-46.88,975.10,-1.63,-3.60,1.63,31.65,-12.75,-6.45,32.44,10.338,
