rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:00:01.31,146.48,94.73,-966.80,-0.79,1.92,-0.53,-7.95,-27.90,-75.90,28.08,500.0,
01/01/2000,00:00:01.33,149.41,90.33,-974.61,1.85,-2.15,-0.05,-8.40,-28.05,-76.20,28.03,100.0,
01/01/2000,00:00:01.34,145.51,94.24,-965.82,2.52,-0.36,-0.41,-8.25,-26.25,-77.10,27.98,93.750,
01/01/2000,00:00:01.35,133.79,89.84,-965.33,3.37,-1.77,0.02,-8.25,-26.25,-77.10,28.08,95.238,
01/01/2000,00:00:01.36,133.79,84.47,-974.61,5.40,1.0,-0.50,-8.25,-26.25,-77.10,28.08,94.340,
01/01/2000,00:00:01.38,131.84,81.05,-969.73,4.16,-1.50,-1.66,-9.0,-28.65,-75.90,27.98,93.750,
01/01/2000,00:00:01.38,138.67,82.52,-953.61,4.47,0.19,-4.06,-9.45,-27.90,-76.65,28.03,94.595,
01/01/2000,00:00:01.40,141.60,86.43,-964.36,0.47,-0.19,-2.97,-7.50,-27.90,-77.40,27.79,94.118,
01/01/2000,00:00:01.41,138.18,75.20,-968.75,1.24,3.72,-3.32,-8.10,-28.80,-77.25,27.89,94.737,
01/01/2000,00:00:01.41,137.70,75.68,-965.82,-0.21,3.21,-1.50,-8.85,-28.50,-76.95,27.69,95.238,
01/01/2000,00:00:01.42,151.37,62.99,-979.49,0.89,3.19,-4.40,-8.40,-27.75,-75.45,28.08,94.828,
01/01/2000,00:00:01.44,149.41,75.68,-969.24,2.86,3.37,-5.07,-8.85,-27.30,-77.25,28.22,94.488,
01/01/2000,00:00:01.44,125.0,91.80,-982.42,2.24,-1.39,-6.04,-8.85,-28.05,-76.20,27.89,94.203,
01/01/2000,00:00:01.46,146.00,86.91,-976.07,5.20,1.24,-1.98,-8.85,-28.05,-76.20,28.03,94.595,
01/01/2000,00:00:01.47,136.23,90.33,-986.82,2.83,2.50,-4.95,-6.75,-27.45,-75.90,28.17,94.937,
01/01/2000,00:00:01.47,137.21,89.84,-965.33,3.52,3.44,-7.02,-8.40,-28.05,-75.75,28.51,94.675,
01/01/2000,00:00:01.49,147.95,70.31,-974.12,2.11,3.28,-1.49,-7.65,-28.05,-75.75,27.89,94.444,
01/01/2000,00:00:01.50,141.60,87.40,-964.84,3.24,4.95,-2.24,-8.40,-28.50,-76.20,28.08,94.737,
01/01/2000,00:00:01.51,143.07,77.15,-966.31,5.68,1.32,-8.51,-8.85,-27.30,-76.50,28.32,94.527,
01/01/2000,00:00:01.52,144.04,84.47,-973.14,4.76,4.07,-10.29,-6.0,-27.90,-75.90,28.17,94.787,
01/01/2000,00:00:01.53,136.72,75.20,-959.96,5.86,8.21,-14.99,-8.40,-27.30,-76.50,27.89,94.595,
01/01/2000,00:00:01.54,131.84,62.99,-960.45,9.83,9.62,-22.11,-7.20,-27.15,-75.60,28.17,94.421,
01/01/2000,00:00:01.55,144.53,74.71,-961.43,14.44,5.66,-24.37,-7.20,-27.15,-75.60,28.22,94.262,
01/01/2000,00:00:01.56,166.02,80.08,-967.29,9.63,4.53,-21.75,-7.20,-27.15,-75.60,28.08,94.488,
01/01/2000,00:00:01.57,153.32,66.41,-984.86,9.15,1.67,-16.32,-8.10,-27.75,-76.20,28.22,94.340,
01/01/2000,00:00:01.58,152.83,80.57,-970.21,7.15,0.08,-13.31,-7.50,-28.65,-77.40,28.22,94.545,
01/01/2000,00:00:01.59,160.16,86.43,-960.45,6.37,0.14,-9.82,-8.40,-29.25,-77.55,28.08,94.406,
01/01/2000,00:00:01.61,163.57,90.33,-958.01,4.95,-4.15,-5.69,-6.90,-26.85,-78.30,28.37,94.276,
01/01/2000,00:00:01.62,169.92,92.29,-964.36,2.78,-1.64,-0.07,-5.85,-28.80,-77.25,28.17,94.463,
01/01/2000,00:00:01.63,152.34,80.57,-962.40,4.63,0.25,-2.18,-9.0,-28.65,-77.10,28.08,94.340,
01/01/2000,00:00:01.64,146.97,70.31,-952.64,6.11,0.14,0.42,-6.60,-28.50,-76.95,28.03,94.512,
01/01/2000,00:00:01.65,152.34,77.15,-955.57,5.0,2.85,2.79,-6.60,-28.50,-76.95,28.32,94.675,
01/01/2000,00:00:01.66,150.88,65.92,-969.24,3.95,4.67,-1.56,-6.60,-28.50,-76.95,28.03,94.286,
01/01/2000,00:00:01.67,148.93,64.45,-958.50,6.78,5.17,-3.21,-7.65,-28.80,-76.20,28.03,94.444,
01/01/2000,00:00:01.68,141.11,70.80,-965.82,2.95,4.52,-5.02,-7.35,-28.05,-76.50,27.98,94.595,
