19,158.0,-95.6,-0.2
19,158.1,-95.6,-0.2
19,158.2,-95.7,-0.3
19,158.2,-95.7,-0.3
19,158.1,-95.8,-0.3
19,158.1,-95.8,-0.3
19,158.2,-95.8,-0.3
19,158.2,-95.9,-0.4
19,158.3,-96.0,-0.4
19,158.4,-96.0,-0.4
19,158.4,-96.0,-0.4
19,158.5,-96.0,-0.5
19,158.5,-96.1,-0.5
19,158.5,-96.2,-0.5
19,158.5,-96.3,-0.5
19,158.5,-96.3,-0.5
19,158.4,-96.3,-0.5
19,158.4,-96.3,-0.4
19,158.5,-96.2,-0.4
19,158.5,-96.2,-0.4
19,158.5,-96.3,-0.4
19,158.5,-96.3,-0.4
19,158.6,-96.3,-0.4
19,158.6,-96.3,-0.4
19,158.7,-96.3,-0.4
19,158.6,-96.3,-0.4
19,158.6,-96.3,-0.4
19,158.6,-96.3,-0.4
19,158.6,-96.4,-0.4
19,158.6,-96.3,-0.4
19,158.6,-96.3,-0.4
19,158.6,-96.4,-0.4
19,158.6,-96.4,-0.4
19,158.7,-96.4,-0.4
19,158.7,-96.4,-0.4
19,158.7,-96.4,-0.4
19,158.7,-96.4,-0.4
19,158.7,-96.4,-0.4
19,158.7,-96.4,-0.4
19,158.8,-96.4,-0.4
19,158.8,-96.4,-0.4
19,158.9,-96.4,-0.4
19,159.1,-96.2,-0.3
19,159.5,-96.0,-0.4
19,159.8,-95.9,-0.4
19,159.9,-95.9,-0.4
19,160.0,-95.9,-0.4
19,160.0,-95.9,-0.4
19,160.0,-95.9,-0.4
19,160.0,-95.9,-0.4
19,159.9,-96.0,-0.4
19,159.8,-96.0,-0.4
19,159.9,-95.9,-0.4
19,159.9,-96.0,-0.4
19,159.9,-96.0,-0.4
19,160.1,-95.9,-0.4
19,160.5,-95.7,-0.5
19,161.2,-95.6,-0.5
19,161.7,-95.7,-0.5
19,162.3,-95.7,-0.6
19,162.7,-95.8,-0.6
19,162.8,-96.0,-0.6
19,163.0,-96.2,-0.7
19,162.6,-96.4,-0.8
19,162.0,-96.8,-0.9
19,160.9,-97.5,-1.0
19,155.9,-99.0,-1.0
19,153.1,-102.7,-0.7
19,151.3,-108.0,-0.5
19,144.5,-113.7,0.5
19,144.6,-115.0,1.5
19,135.7,-111.4,1.6
19,128.4,-103.9,1.1
19,129.7,-94.1,-0.1
19,129.0,-84.1,-1.8
19,127.1,-75.9,-3.4
19,121.2,-71.8,-3.6
19,120.2,-74.3,-3.5
19,123.0,-76.7,-3.6
19,118.5,-81.4,-2.2
19,120.9,-84.6,-1.4
19,122.8,-87.0,-0.4
19,122.6,-89.7,0.8
19,115.7,-91.8,1.7
19,110.7,-93.2,2.3
19,107.8,-94.8,2.7
19,106.3,-96.7,3.3
19,105.7,-99.7,3.7
19,104.7,-103.2,4.1
19,104.5,-107.8,4.7
19,103.3,-113.7,5.0
19,99.7,-121.3,4.7
19,94.6,-130.9,4.7
19,92.2,-137.9,5.0
19,96.3,-138.3,4.3
19,92.1,-130.7,4.2
19,94.3,-117.0,2.3
19,85.4,-100.9,-0.3
19,75.6,-84.4,-1.6
19,71.7,-71.3,-0.9
19,71.2,-68.6,-0.5
19,80.0,-71.1,-1.5
19,85.7,-79.2,-0.4
19,80.9,-85.8,2.2
19,74.4,-89.9,3.5
19,74.8,-92.3,4.4
19,71.1,-94.8,5.1
19,71.8,-97.9,5.8
19,67.9,-101.1,6.3
19,65.7,-105.4,6.8
19,64.4,-111.3,7.0
19,61.4,-119.7,6.8
19,56.2,-129.4,6.5
19,51.9,-136.5,6.3
19,52.4,-137.7,4.6
19,49.8,-129.8,2.8
19,47.0,-116.2,-0.0
19,38.2,-99.3,-3.2
19,31.1,-82.6,-4.6
19,27.4,-70.1,-3.5
19,26.5,-70.4,-2.2
19,38.3,-71.7,-3.1
19,44.9,-79.0,-2.3
19,47.0,-85.6,0.1
19,43.5,-89.3,1.3
19,42.1,-91.6,2.2
19,40.2,-94.4,2.6
19,42.5,-97.3,3.1
19,37.6,-100.4,3.5
19,37.0,-104.2,3.9
19,36.6,-109.1,3.9
19,35.7,-116.7,3.8
19,33.2,-125.3,3.7
19,27.5,-133.3,3.7
19,34.0,-135.3,2.4
19,32.1,-129.3,1.8
19,29.2,-117.8,0.5
19,28.5,-103.7,-1.8
19,21.8,-89.2,-3.3
19,21.7,-75.7,-3.7
19,20.6,-68.7,-3.5
19,19.6,-74.5,-2.7
19,28.3,-77.5,-1.8
19,29.2,-82.2,-0.5
19,28.9,-87.0,1.1
19,28.3,-89.5,1.6
19,28.2,-90.8,2.1
19,30.7,-92.5,2.4
19,27.6,-94.0,2.6
19,28.1,-95.8,2.8
19,26.4,-98.0,3.0
19,27.2,-100.9,3.2
19,27.0,-105.3,3.5
19,29.7,-110.5,3.6
19,31.3,-115.9,3.6
19,29.1,-122.6,4.1
19,34.6,-126.7,3.1
19,31.5,-127.7,1.3
19,29.5,-124.9,-2.8
19,30.1,-119.0,-8.1
19,31.5,-111.0,-14.3
19,35.4,-102.0,-20.6
19,44.2,-93.8,-26.4
19,61.5,-87.8,-31.0
19,66.7,-88.6,-30.8
19,62.3,-89.8,-29.1
19,69.3,-90.2,-28.2
19,70.0,-89.8,-27.0
19,68.5,-89.0,-26.0
19,71.1,-88.5,-25.2
19,69.4,-88.3,-24.5
19,71.3,-88.3,-24.0
19,74.3,-88.8,-23.7
19,70.8,-89.1,-23.8
19,72.7,-89.0,-23.9
19,68.1,-88.7,-24.1
19,67.8,-88.6,-24.5
19,68.8,-89.0,-25.0
19,70.3,-89.4,-25.4
19,71.8,-89.8,-25.7
19,72.4,-90.0,-26.1
19,73.5,-90.3,-26.4
19,74.4,-90.8,-26.6
19,75.1,-91.4,-26.9

