rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:00:01.32,228.52,947.27,7.81,-1.83,2.07,-0.24,-27.30,-15.30,-49.05,31.24,500.0,
01/01/2000,00:00:01.34,233.89,956.54,-1.46,-1.46,2.20,0.43,-27.30,-14.85,-50.25,31.38,100.0,
01/01/2000,00:00:01.35,221.68,954.10,-11.23,-0.37,1.04,0.73,-27.30,-14.85,-50.25,31.19,90.909,
01/01/2000,00:00:01.36,212.89,957.52,-6.84,-1.16,1.89,1.71,-25.80,-12.60,-49.80,31.53,93.023,
01/01/2000,00:00:01.37,230.47,956.05,-2.93,-1.16,0.61,0.91,-26.25,-13.50,-51.15,31.38,94.340,
01/01/2000,00:00:01.38,219.24,965.82,-8.79,-1.83,2.80,-0.79,-25.20,-13.05,-50.10,31.38,92.308,
01/01/2000,00:00:01.40,225.59,959.47,29.30,1.95,0.85,-1.22,-26.85,-13.65,-49.80,31.38,93.333,
01/01/2000,00:00:01.40,226.07,942.87,0.98,-1.71,0.98,-3.84,-26.25,-13.95,-50.85,31.38,93.023,
01/01/2000,00:00:01.41,218.75,949.22,-14.65,-3.35,-1.28,2.44,-26.55,-13.65,-49.50,31.48,93.750,
01/01/2000,00:00:01.42,211.91,959.96,-2.93,-1.40,-1.95,1.22,-26.55,-13.65,-49.50,31.38,93.458,
01/01/2000,00:00:01.43,220.21,948.73,-4.88,0.37,1.83,0.12,-26.55,-13.65,-49.50,31.48,94.017,
01/01/2000,00:00:01.44,223.63,965.82,0.98,-2.13,1.40,0.0,-25.35,-14.55,-50.25,31.34,93.023,
01/01/2000,00:00:01.46,242.68,948.73,-8.30,-0.06,0.12,2.07,-25.95,-13.50,-51.90,31.48,93.525,
01/01/2000,00:00:01.47,223.14,958.98,-3.42,-0.98,0.73,1.77,-25.20,-14.25,-49.65,31.58,93.960,
01/01/2000,00:00:01.47,239.75,957.52,0.98,-1.59,0.67,-1.34,-25.35,-13.35,-50.25,31.38,93.750,
01/01/2000,00:00:01.49,238.28,949.22,6.84,-2.87,-1.89,1.71,-25.50,-13.05,-51.60,31.58,94.118,
01/01/2000,00:00:01.50,230.47,951.66,3.42,-2.07,-1.83,-0.06,-25.80,-14.10,-50.25,31.58,93.923,
01/01/2000,00:00:01.51,228.52,968.26,2.93,-1.46,1.16,-2.50,-26.55,-14.55,-49.05,31.53,93.750,
01/01/2000,00:00:01.52,223.14,953.13,5.86,-0.30,-1.04,1.59,-26.55,-14.55,-49.05,31.53,94.059,
01/01/2000,00:00:01.53,224.12,950.68,7.81,-2.13,2.68,-0.06,-26.55,-14.55,-49.05,31.38,93.897,
01/01/2000,00:00:01.54,226.56,952.64,11.72,-1.28,0.18,-1.34,-25.80,-14.85,-49.80,31.58,94.170,
01/01/2000,00:00:01.55,220.70,960.94,7.81,-1.83,-1.95,-0.98,-24.60,-14.10,-49.50,31.24,93.617,
01/01/2000,00:00:01.56,217.77,952.15,3.42,0.55,-2.44,-0.49,-28.95,-14.70,-50.10,31.48,93.878,
01/01/2000,00:00:01.57,220.21,967.77,8.79,-0.91,0.61,-1.46,-25.05,-13.35,-49.80,31.53,93.750,
01/01/2000,00:00:01.58,204.10,952.15,-1.46,-2.87,-2.38,-1.46,-25.80,-12.60,-51.30,31.53,93.985,
01/01/2000,00:00:01.59,199.71,952.64,4.39,1.34,-0.12,0.0,-25.05,-14.10,-50.55,31.72,93.863,
01/01/2000,00:00:01.61,216.31,968.26,7.32,-0.18,1.10,2.44,-25.05,-14.10,-50.55,31.24,94.077,
01/01/2000,00:00:01.62,224.12,949.22,1.46,-0.73,1.40,0.49,-25.05,-14.10,-50.55,31.48,93.960,
01/01/2000,00:00:01.63,225.10,962.40,3.42,-0.18,0.98,0.12,-25.35,-15.75,-48.75,31.67,94.156,
01/01/2000,00:00:01.64,223.63,958.50,0.49,1.16,1.10,-2.07,-24.30,-15.75,-50.25,31.58,94.044,
01/01/2000,00:00:01.65,208.98,951.17,-17.58,-1.22,-0.43,-1.04,-23.70,-13.95,-50.10,31.38,94.225,
01/01/2000,00:00:01.66,224.12,963.38,-0.98,-2.13,2.07,-2.80,-25.20,-12.30,-49.65,31.38,94.118,
01/01/2000,00:00:01.67,225.59,944.82,4.39,-0.43,0.85,0.12,-24.75,-13.95,-50.40,31.48,94.017,
