Format Version,1.23,Take Name,sub01_ugras_jojojo,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-10-20 02.53.30.331 DU.,Capture Start Frame,10157463,Total Frames in Take,1661,Total Exported Frames,1661,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.060000,0.003194,0.867039,-0.017252,0.497932,0.442437,0.822466,0.770303,0.000236,0.454226,0.772851,0.725333,0.945685,0.404784,0.833331,0.841864,0.934523,0.468302,0.861214,0.743712,0.981308,0.095523,-0.840612,-0.150884,-0.511352,0.539647,0.369394,0.749495,0.000585,0.519928,0.341112,0.801015,0.878323,0.553721,0.427581,0.706075,0.938666,0.545291,0.339490,0.741395,0.842948,0.519730,0.341201,0.801466,0.553681,0.427396,0.706201,0.545528,0.339586,0.740817,0.454328,0.772841,0.725149,0.404692,0.833434,0.842076,0.468292,0.861121,0.743684
7,0.070000,0.002984,0.867416,-0.017163,0.497278,0.442452,0.822405,0.770321,0.000208,0.454194,0.772795,0.725335,0.949041,0.404902,0.833257,0.841939,0.940504,0.468259,0.861165,0.743690,0.984713,0.097605,-0.840229,-0.151069,-0.511533,0.539684,0.369364,0.749465,0.000525,0.520004,0.341095,0.801007,0.884258,0.553598,0.427530,0.705966,0.936658,0.545449,0.339468,0.741422,0.846685,0.519822,0.341230,0.801410,0.553545,0.427341,0.706126,0.545684,0.339522,0.740858,0.454284,0.772756,0.725156,0.404816,0.833354,0.842138,0.468255,0.861107,0.743668
8,0.080000,0.002708,0.867682,-0.017116,0.496818,0.442431,0.822367,0.770333,0.000220,0.454150,0.772754,0.725343,0.949041,0.404953,0.833212,0.841989,0.940504,0.468190,0.861134,0.743667,0.984713,0.096818,-0.840799,-0.150904,-0.510796,0.539699,0.369376,0.749446,0.000595,0.520085,0.341123,0.801022,0.884258,0.553605,0.427532,0.705931,0.936658,0.545407,0.339473,0.741385,0.846685,0.519884,0.341240,0.801477,0.553556,0.427321,0.706086,0.545657,0.339566,0.740775,0.454242,0.772702,0.725156,0.404867,0.833314,0.842191,0.468185,0.861085,0.743652
9,0.090000,0.002502,0.867983,-0.017055,0.496295,0.442363,0.822349,0.770362,0.000230,0.454048,0.772737,0.725362,0.944616,0.404967,0.833185,0.842062,0.937943,0.468074,0.861124,0.743661,0.987914,0.096191,-0.840700,-0.150789,-0.511110,0.539802,0.369346,0.749465,0.000548,0.520128,0.341090,0.801017,0.877622,0.553801,0.427507,0.705988,0.949304,0.545476,0.339440,0.741391,0.847144,0.519935,0.341196,0.801454,0.553759,0.427354,0.706113,0.545710,0.339487,0.740828,0.454140,0.772679,0.725169,0.404879,0.833289,0.842270,0.468070,0.861078,0.743646
10,0.100000,0.002081,0.868441,-0.016747,0.495506,0.442244,0.822339,0.770397,0.000216,0.453896,0.772745,0.725369,0.944616,0.404969,0.833128,0.842167,0.937943,0.467867,0.861144,0.743654,0.987914,0.093938,-0.841382,-0.149244,-0.510861,0.539871,0.369230,0.749457,0.000666,0.520122,0.341109,0.801053,0.877622,0.554120,0.427291,0.705927,0.949304,0.545371,0.339289,0.741391,0.847144,0.519938,0.341187,0.801476,0.554069,0.426963,0.706103,0.545605,0.339540,0.740792,0.453988,0.772684,0.725176,0.404891,0.833235,0.842360,0.467854,0.861098,0.743654
11,0.110000,0.001791,0.868844,-0.016685,0.494801,0.442123,0.822311,0.770451,0.000193,0.453728,0.772716,0.725412,0.944700,0.404959,0.833092,0.842281,0.943987,0.467680,0.861126,0.743661,0.983654,0.096522,-0.841328,-0.150850,-0.509995,0.539618,0.369331,0.749444,0.000582,0.520094,0.341092,0.801061,0.875645,0.553463,0.427477,0.705895,0.934842,0.545298,0.339425,0.741375,0.837725,0.519899,0.341204,0.801504,0.553415,0.427270,0.706046,0.545540,0.339521,0.740780,0.453822,0.772664,0.725219,0.404889,0.833204,0.842461,0.467657,0.861066,0.743673
12,0.120000,0.002141,0.869087,-0.016769,0.494370,0.441994,0.822284,0.770513,0.000202,0.453520,0.772690,0.725452,0.944700,0.404908,0.833076,0.842381,0.943987,0.467553,0.861086,0.743705,0.983654,0.095774,-0.841736,-0.150865,-0.509459,0.539560,0.369315,0.749432,0.000582,0.520083,0.341069,0.801063,0.875645,0.553405,0.427469,0.705895,0.934842,0.545193,0.339407,0.741337,0.837725,0.519895,0.341175,0.801494,0.553357,0.427237,0.706052,0.545429,0.339533,0.740749,0.453613,0.772636,0.725259,0.404834,0.833186,0.842568,0.467534,0.861031,0.743712
13,0.130000,0.002073,0.869325,-0.016860,0.493948,0.441829,0.822272,0.770592,0.000213,0.453312,0.772669,0.725531,0.946967,0.404813,0.833078,0.842494,0.944682,0.467361,0.861069,0.743751,0.991260,0.095387,-0.841878,-0.150944,-0.509273,0.539441,0.369304,0.749396,0.000572,0.519979,0.341046,0.801026,0.884960,0.553292,0.427470,0.705877,0.929647,0.545053,0.339397,0.741285,0.844539,0.519799,0.341131,0.801441,0.553249,0.427233,0.706022,0.545275,0.339549,0.740724,0.453396,0.772602,0.725348,0.404738,0.833178,0.842677,0.467351,0.861035,0.743752
14,0.140000,0.002438,0.869392,-0.016887,0.493828,0.441678,0.822256,0.770687,0.000180,0.453117,0.772660,0.725607,0.946967,0.404689,0.833065,0.842602,0.944682,0.467229,0.861045,0.743852,0.991260,0.095193,-0.842076,-0.150902,-0.508994,0.539341,0.369292,0.749386,0.000573,0.519907,0.341039,0.801030,0.884960,0.553179,0.427454,0.705857,0.929647,0.544937,0.339383,0.741270,0.844539,0.519728,0.341129,0.801443,0.553134,0.427208,0.706010,0.545161,0.339539,0.740705,0.453216,0.772609,0.725404,0.404625,0.833188,0.842776,0.467193,0.860972,0.743881
15,0.150000,0.002280,0.869492,-0.016956,0.493650,0.441533,0.822252,0.770740,0.000196,0.452963,0.772645,0.725669,0.943368,0.404571,0.833072,0.842667,0.941555,0.467065,0.861038,0.743884,0.981953,0.092788,-0.842135,-0.149059,-0.509883,0.539440,0.369122,0.749461,0.000738,0.519776,0.341016,0.801098,0.890139,0.553685,0.427175,0.705918,0.886298,0.544859,0.339174,0.741366,0.821702,0.519606,0.341134,0.801486,0.553616,0.426787,0.706147,0.545098,0.339443,0.740750,0.453060,0.772597,0.725470,0.404497,0.833188,0.842856,0.467041,0.860971,0.743893
