2265	3992	7783	-85	33	-25	
394	3908	8200	-1592	691	-605	
-126	3556	8401	-728	263	-270	
863	4025	7656	-140	2	-58	
812	4218	7434	-122	37	-202	
368	4249	7472	-66	-151	-128	
534	4139	7446	-21	-387	-3	
919	3960	7401	4	-439	57	
1184	3884	7363	33	-294	28	
1193	3890	7357	50	-39	-40	
966	3976	7407	55	102	-81	
805	4030	7464	78	104	-87	
827	4028	7462	113	30	-71	
782	4087	7461	133	-24	-83	
750	4172	7447	149	-132	-59	
885	4115	7409	140	-207	-37	
1010	4065	7427	143	-191	-37	
921	4092	7367	135	-121	-44	
702	4005	7419	183	-163	15	
924	3955	7380	215	-281	70	
1315	3923	7313	228	-169	-9	
1199	3961	7317	234	45	-121	
841	4316	7354	193	46	-153	
832	4278	7327	151	-100	-107	
1003	4215	7286	132	-146	-81	
1106	4218	7278	108	-90	-98	
962	4219	7304	102	-52	-101	
891	4260	7322	103	-114	-78	
968	4258	7298	91	-174	-65	
1008	4239	7305	82	-181	-62	
1002	4206	7298	83	-182	-46	
1016	4205	7318	91	-199	-29	
1051	4243	7319	82	-216	-41	
1066	4207	7306	57	-252	-55	
1110	4158	7284	48	-281	-58	
1163	4150	7273	64	-271	-56	
1165	4169	7283	97	-238	-36	
1184	4219	7284	104	-235	-29	
1272	4190	7261	90	-232	-45	
1295	4166	7260	95	-184	-59	
1281	4197	7256	109	-149	-57	
1279	4204	7245	123	-142	-34	
1296	4201	7241	135	-141	-15	
1297	4184	7237	149	-131	2	
1351	4211	7224	159	-115	8	
1358	4243	7226	147	-95	5	
1366	4239	7236	123	-85	-5	
1363	4234	7227	110	-74	-16	
1386	4231	7216	100	-49	-30	
1382	4233	7222	91	-17	-45	
1360	4250	7213	78	3	-58	
1314	4237	7226	68	8	-64	
1254	4252	7244	80	-28	-46	
1292	4242	7238	99	-67	-24	
1339	4240	7217	99	-81	-22	
1360	4238	7217	91	-79	-32	
1393	4224	7217	90	-59	-39	
1367	4250	7217	87	-35	-49	
1320	4292	7222	91	-32	-43	
1342	4307	7225	77	-54	-53	
1381	4243	7202	61	-52	-61	
1370	4203	7207	61	-30	-66	
1342	4197	7221	56	-20	-81	
1383	4204	7213	38	-8	-107	
1456	4169	7204	13	58	-168	
1322	4215	7211	22	150	-191	
1194	4199	7259	46	159	-174	
1175	4210	7253	66	138	-141	
1207	4193	7255	77	140	-112	
1143	4213	7281	104	154	-79	
1060	4282	7288	106	136	-45	
1036	4287	7305	84	88	-18	
1080	4252	7311	64	57	-15	
1089	4220	7312	57	33	-31	
1080	4206	7321	58	8	-46	
1044	4211	7301	66	-16	-55	
1081	4205	7303	76	-39	-58	
1063	4208	7304	82	-55	-59	
1068	4230	7301	88	-72	-55	
1073	4229	7304	88	-79	-50	
1095	4215	7296	90	-85	-46	
1110	4205	7296	91	-78	-56	
1098	4200	7305	105	-76	-89	
1063	4236	7308	112	-118	-135	
1047	4265	7310	86	-165	-130	
1097	4245	7272	62	-191	-99	
1139	4220	7275	61	-177	-68	
1169	4210	7275	70	-151	-54	
1176	4202	7272	78	-121	-47	
1162	4218	7282	84	-98	-42	
1181	4221	7284	73	-104	-51	
1193	4202	7282	69	-97	-53	
1192	4215	7280	67	-94	-53	
1220	4188	7269	72	-71	-50	
1188	4215	7280	71	-53	-56	
1170	4217	7285	68	-57	-55	
1162	4211	7297	69	-76	-47	
1210	4187	7291	71	-76	-45	
1211	4203	7287	74	-56	-51	
1194	4212	7288	71	-58	-52	
1179	4209	7284	70	-75	-49	
1206	4193	7281	68	-84	-45	
1236	4188	7271	68	-71	-51	
1213	4196	7281	68	-57	-58	
1212	4195	7279	69	-55	-58	
1216	4183	7266	76	-52	-53	
1206	4201	7280	81	-51	-51	
1215	4180	7275	83	-55	-48	
1218	4186	7277	87	-55	-48	
1219	4190	7274	92	-49	-47	
1214	4196	7286	94	-46	-47	
1232	4191	7267	96	-46	-47	
1227	4197	7266	97	-36	-49	
1210	4194	7276	100	-31	-50	
1195	4215	7282	101	-34	-50	
1215	4204	7278	98	-41	-48	
1204	4216	7278	96	-42	-49	
1201	4215	7280	89	-52	-46	
1199	4210	7284	89	-59	-43	
1199	4217	7288	86	-69	-44	
1218	4200	7273	81	-74	-44	
1219	4217	7278	77	-80	-45	
1247	4195	7280	72	-77	-49	
1237	4208	7276	70	-71	-52	
1253	4191	7276	68	-59	-54	
1232	4202	7284	69	-53	-56	
1219	4202	7294	68	-60	-53	
1220	4191	7290	65	-80	-45	
1223	4200	7288	65	-94	-41	
1257	4179	7268	62	-105	-38	
1270	4177	7279	62	-98	-39	
1301	4171	7282	63	-86	-43	
1315	4166	7270	61	-55	-53	
1278	4202	7274	60	-35	-60	
1242	4180	7279	60	-36	-58	
1218	4168	7293	69	-53	-56	
1227	4169	7299	73	-74	-50	
1252	4183	7306	73	-95	-45	
1289	4166	7289	69	-100	-43	
1320	4160	7279	71	-81	-50	
1321	4138	7284	77	-44	-59	
1277	4150	7292	87	-24	-64	
1277	4162	7290	95	-23	-60	
1263	4164	7295	105	-23	-58	
1261	4168	7285	111	-30	-54	
1261	4172	7286	110	-39	-51	
1262	4178	7292	103	-51	-46	
1280	4175	7282	105	-54	-45	
1283	4182	7282	107	-39	-51	
1277	4185	7281	99	-35	-57	
1270	4186	7285	97	-34	-60	
1271	4183	7274	98	-30	-60	
1260	4198	7279	98	-28	-63	
1259	4199	7269	96	-32	-60	
1244	4199	7287	93	-38	-58	
1257	4187	7277	97	-41	-56	
1251	4204	7276	102	-42	-54	
1249	4204	7263	97	-48	-51	
1268	4196	7267	89	-47	-53	
1263	4189	7268	94	-37	-53	
1246	4214	7283	98	-33	-52	
1247	4211	7282	92	-44	-51	
1233	4193	7272	93	-51	-42	
1237	4190	7280	103	-61	-29	
1282	4202	7276	105	-61	-27	
1304	4216	7262	95	-43	-42	
1269	4198	7274	91	-27	-51	
1257	4217	7267	87	-28	-57	
1257	4215	7271	80	-32	-63	
1263	4208	7270	71	-28	-74	
1243	4212	7273	68	-27	-80	
1215	4220	7269	67	-36	-74	
1201	4227	7276	71	-59	-58	
1203	4230	7278	72	-86	-46	
1225	4224	7267	73	-105	-33	
1264	4187	7266	74	-108	-18	
1289	4179	7275	87	-94	-13	
1290	4208	7269	89	-79	-18	
1332	4188	7259	82	-60	-32	
1352	4156	7244	83	-6	-53	
1316	4148	7240	99	52	-65	
1297	4154	7244	130	97	-61	
1188	4176	7294	148	99	-34	
1121	4242	7305	151	73	-11	
1119	4294	7307	125	28	7	
1136	4303	7296	95	-42	12	
1121	4292	7280	93	-105	15	
1163	4258	7296	123	-152	22	
1335	4209	7271	169	-156	-17	
1483	4191	7273	199	-3	-108	
1370	4250	7323	237	112	-186	
1080	4344	7313	317	68	-159	
1173	4403	7290	422	-24	-140	
1387	4844	7060	315	102	-309	
1146	5167	6946	162	20	-496	
268	6086	6510	-136	-978	-746	
543	7329	5277	-602	-1461	-1162	
796	7041	4973	-621	-1401	-1556	
874	6580	5590	-181	-977	-1646	
925	6000	6255	354	-580	-1679	
1321	5338	6704	789	-244	-1445	
1676	4679	6920	1161	-105	-1065	
2027	4182	6977	1366	64	-434	
2048	3691	6998	1520	277	325	
1784	3223	7116	1556	292	1100	
1543	3054	7691	1265	156	1499	
452	1935	9279	95	287	834	
1598	2149	8777	-1030	180	261	
1456	5230	7117	-1430	168	-156	
1326	4650	7225	-1495	70	-236	
1685	4379	7383	-1413	86	-423	
1182	4299	7565	-970	462	-389	
441	4336	7594	-508	415	-180	
461	4375	7423	-181	38	63	
1016	4322	7297	-59	-140	158	
1268	4258	7257	-73	-18	84	
1129	4216	7300	-94	114	2	
835	4259	7351	-69	104	37	
881	4200	7368	-20	49	115	
1015	4207	7345	2	35	135	
928	4194	7354	3	46	113	
869	4151	7371	45	-11	152	
1046	4104	7380	82	-33	178	
1083	4138	7352	72	11	121	
1039	4162	7365	56	34	57	
1039	4153	7363	56	35	33	
1039	4165	7355	62	41	29	
988	4164	7373	67	39	24	
1012	4146	7378	80	19	18	
986	4160	7371	81	17	2	
952	4153	7380	90	-3	-4	
906	4163	7379	108	-49	-5	
926	4164	7365	123	-97	-3	
973	4163	7355	133	-131	2	
990	4156	7357	143	-161	17	
1151	4160	7332	147	-155	29	
1202	4129	7337	131	-87	17	
1062	4135	7359	125	-50	-32	
1019	4165	7345	126	-74	-78	
1016	4191	7327	124	-114	-94	
1057	4202	7306	119	-141	-105	
1085	4200	7306	111	-158	-115	
1120	4191	7314	103	-157	-113	
1156	4177	7309	92	-135	-112	
1156	4180	7314	82	-102	-119	
1143	4185	7303	78	-77	-124	
1118	4190	7307	81	-64	-131	
1091	4208	7300	85	-71	-136	
1080	4215	7311	83	-84	-133	
1050	4219	7319	87	-98	-125	
1053	4233	7307	114	-160	-127	
1112	4231	7286	115	-204	-123	
1140	4222	7268	100	-191	-113	
1169	4212	7269	89	-159	-101	
1169	4202	7270	83	-116	-88	
1166	4221	7285	86	-94	-73	
1178	4215	7290	88	-79	-69	
1190	4213	7287	86	-56	-73	
1194	4210	7279	84	-32	-82	
1183	4215	7288	78	-11	-98	
1144	4231	7278	73	7	-114	
1111	4246	7277	72	3	-116	
1102	4236	7277	75	-7	-111	
1109	4233	7278	74	-6	-107	
1091	4233	7283	71	-3	-103	
1084	4240	7292	73	-3	-102	
1066	4233	7300	74	-7	-101	
1043	4233	7299	81	-23	-94	
1046	4239	7300	88	-38	-87	
1059	4234	7293	87	-50	-82	
1052	4241	7285	84	-56	-76	
1062	4238	7278	83	-56	-70	
1062	4244	7280	79	-51	-65	
1074	4239	7292	74	-46	-65	
1079	4238	7296	67	-27	-75	
1049	4235	7291	59	-15	-83	
1032	4233	7306	62	-26	-77	
1029	4214	7305	64	-30	-68	
1047	4204	7309	65	-26	-67	
1031	4215	7301	61	-19	-70	
1005	4199	7306	56	-19	-62	
802	4218	7309	84	-90	24	
900	4220	7304	145	-193	144	
1016	4275	7298	180	-247	229	
1015	4299	7315	219	-303	289	
1259	4251	7281	262	-346	253	
1385	4281	7278	249	-365	37	
1298	4441	7364	145	-459	-123	
1364	4488	7348	54	-643	-148	
1264	4551	7439	-109	-915	-60	
1113	4314	7467	-223	-1245	-47	
1062	4142	7468	-100	-1564	-383	
352	4883	7286	19	-1284	-1497	
-947	5957	7228	119	-830	-2921	
-261	5657	7133	446	-515	-3007	
-13	4915	7184	805	-15	-2373	
-63	4303	7214	1024	517	-1830	
387	3777	7310	896	855	-1411	
1325	3313	7355	499	1024	-651	
2053	3272	7320	30	1188	166	
2586	3887	6712	-320	1290	862	
3638	4742	5292	-215	1312	1648	
3708	5162	4142	629	875	3018	
2058	7271	6711	1093	1182	3305	
2619	5064	7123	-553	134	772	
2027	5498	6974	-1513	-331	-425	
1355	4841	7555	-1690	85	-880	
15	4438	7875	-1105	271	-394	
124	4278	7768	-339	-80	243	
905	4301	7399	-11	-226	426	
1154	4269	7280	-59	-95	270	
940	4243	7329	-111	17	156	
847	4208	7386	-81	-3	156	
983	4115	7401	-35	-17	141	
1070	4080	7398	-5	41	108	
990	4072	7420	3	167	25	
848	4139	7406	13	176	16	
835	4157	7402	25	153	36	
820	4162	7388	20	137	48	
755	4142	7427	14	113	45	
737	4141	7427	48	52	65	
791	4126	7423	56	17	62	
782	4106	7451	62	-8	43	
767	4082	7468	91	-46	14	
762	4108	7432	117	-90	-1	
836	4107	7421	129	-122	3	
798	4128	7413	136	-150	-4	
1042	4113	7389	121	-149	-29	
726	4100	7460	86	-115	-65	
905	4071	7459	160	-180	-67	
1010	4086	7414	160	-149	-149	
1023	4038	7396	151	-102	-166	
907	4162	7356	129	-27	-151	
856	4189	7370	119	-24	-145	
880	4210	7341	85	-29	-168	
828	4160	7384	78	-31	-146	
748	4151	7404	119	-67	-94	
767	4190	7378	152	-132	-53	
867	4204	7324	126	-164	-57	
903	4190	7336	88	-160	-82	
938	4151	7359	76	-143	-68	
925	4151	7367	85	-106	-41	
972	4152	7363	96	-87	-29	
963	4184	7342	82	-46	-52	
928	4185	7349	72	-36	-60	
927	4195	7343	57	-29	-62	
916	4188	7355	46	-28	-61	
934	4162	7364	40	-21	-68	
912	4156	7378	40	-10	-78	
892	4163	7381	45	-17	-77	
890	4161	7381	52	-23	-71	
897	4160	7377	56	-21	-73	
887	4160	7379	61	-14	-81	
874	4144	7391	72	-15	-89	
845	4157	7391	95	-31	-86	
828	4169	7383	103	-57	-70	
850	4172	7378	102	-87	-61	
856	4166	7379	106	-121	-70	
853	4161	7381	110	-148	-78	
899	4154	7385	112	-166	-76	
946	4158	7368	101	-134	-77	
912	4178	7367	92	-116	-82	
905	4175	7359	87	-128	-88	
926	4163	7359	82	-138	-81	
937	4171	7358	81	-130	-74	
927	4180	7371	76	-138	-73	
909	4204	7371	72	-186	-70	
975	4176	7355	70	-217	-59	
1006	4179	7337	66	-220	-54	
1045	4164	7336	62	-217	-54	
1071	4148	7325	67	-182	-54	
1087	4143	7324	74	-134	-56	
1074	4157	7336	66	-99	-60	
1081	4153	7347	67	-77	-62	
1077	4153	7344	73	-57	-64	
1073	4156	7345	77	-43	-66	
1071	4147	7335	82	-26	-67	
1059	4150	7357	88	-9	-67	
1038	4164	7348	88	-6	-69	
1028	4173	7345	88	-14	-70	
1029	4162	7341	92	-20	-67	
1035	4156	7340	97	-22	-62	
1021	4179	7347	95	-22	-59	
1014	4173	7347	89	-35	-61	
1019	4164	7342	88	-43	-57	
1026	4160	7343	87	-46	-59	
1022	4170	7342	87	-46	-57	
1025	4172	7339	86	-43	-57	
1024	4167	7347	86	-41	-56	
1025	4158	7334	86	-38	-58	
1026	4161	7337	89	-31	-54	
1022	4167	7334	90	-24	-51	
1019	4166	7344	93	-14	-51	
1023	4161	7335	97	3	-48	
1019	4172	7335	99	29	-45	
1000	4181	7338	96	47	-45	
968	4185	7339	90	54	-43	
938	4188	7356	84	45	-39	
927	4190	7368	82	16	-40	
944	4172	7363	80	-9	-44	
949	4165	7359	80	-16	-45	
947	4175	7358	82	-17	-48	
937	4181	7366	79	-26	-56	
930	4175	7363	80	-37	-64	
924	4178	7367	82	-41	-61	
925	4178	7358	85	-44	-57	
925	4182	7357	85	-51	-59	
932	4178	7361	84	-52	-59	
940	4171	7354	84	-49	-60	
941	4171	7347	83	-46	-63	
941	4174	7347	85	-41	-63	
938	4172	7354	83	-34	-64	
930	4176	7354	83	-27	-65	
920	4169	7341	84	-25	-61	
919	4178	7353	85	-23	-60	
910	4183	7354	83	-24	-60	
894	4182	7353	84	-34	-56	
911	4168	7354	86	-39	-52	
919	4171	7354	85	-31	-53	
906	4179	7355	83	-28	-51	
906	4174	7360	82	-25	-47	
911	4174	7359	79	-17	-48	
909	4176	7364	76	-10	-50	
896	4166	7372	72	-5	-52	
877	4160	7375	72	-13	-53	
873	4159	7377	75	-21	-55	
870	4179	7366	82	-30	-56	
855	4189	7362	86	-44	-53	
863	4183	7371	90	-64	-45	
885	4182	7363	88	-72	-42	
886	4181	7370	85	-67	-44	
882	4184	7365	83	-71	-40	
880	4183	7371	88	-76	-36	
898	4182	7363	90	-83	-35	
905	4178	7372	94	-84	-45	
917	4174	7370	94	-84	-50	
914	4184	7365	88	-79	-46	
922	4177	7367	87	-76	-43	
930	4169	7359	85	-71	-44	
933	4169	7354	84	-66	-44	
941	4171	7359	82	-61	-43	
949	4169	7352	81	-51	-43	
930	4171	7350	80	-44	-45	
925	4175	7360	80	-43	-45	
924	4172	7361	80	-41	-47	
933	4168	7361	79	-42	-46	
938	4165	7363	80	-39	-47	
934	4166	7366	78	-36	-49	
921	4169	7361	78	-38	-49	
920	4176	7360	79	-42	628	4193	7394	85	20	-132	
618	4196	7404	83	-8	-126	
595	4185	7392	83	-49	-114	
605	4192	7390	86	-94	-84	
636	4202	7391	90	-116	-61	
605	4198	7383	81	-146	-43	
654	4206	7378	83	-178	-22	
692	4162	7382	87	-194	-6	
756	4185	7379	95	-163	-4	
646	4276	7395	76	-179	-14	
353	4404	7471	33	-414	52	
299	4602	7554	-116	-1048	320	
709	4341	7506	-345	-1466	503	
1699	3680	7298	-266	-1326	548	
2656	2906	7391	298	-508	212	
2292	3146	8199	1065	385	-353	
2331	3088	9043	1839	-112	-882	
3212	1585	9676	2155	-205	-704	
2284	313	10548	1366	-372	-879	
1797	-386	10531	-22	-594	-903	
2021	-126	10003	-1328	-681	-547	
2363	842	9429	-2139	-457	200	
2354	1918	9067	-2607	-21	1098	
1952	2809	8694	-2877	175	1562	
1193	4028	8311	-3091	54	1479	
798	4565	7288	-3003	-220	887	
1040	5575	6175	-2544	-627	197	
1167	5973	4887	-1826	-947	-299	
1179	5927	4291	-823	-946	-764	
1065	6467	3848	327	-754	-1150	
1986	8199	2804	1652	-238	-1445	
1988	2675	10114	3631	1079	-547	
1143	5062	8352	3843	1649	-11	
-746	7182	8802	3283	992	-149	
590	6547	8147	1641	1166	-385	
-45	5544	7878	724	424	-169	
373	4634	7708	426	-379	56	
1624	4290	7323	359	-464	35	
2049	4038	7217	225	66	-221	
1593	4143	7340	119	469	-325	
1444	4289	7342	-24	657	-361	
1000	4191	7358	-194	731	-467	
639	3989	7448	-236	549	-402	
619	3976	7517	-142	398	-326	
651	3979	7580	14	368	-321	
716	3895	7831	356	249	-369	
456	3809	8385	1205	110	-467	
-289	3566	8773	2840	6	-205	
-400	3334	8952	5150	-200	371	
1167	3227	8929	8445	-328	356	
3867	3164	8457	12356	-251	-1212	
3285	8987	12582	14809	945	-2852	
4658	6481	15640	6696	755	-318	
3459	4728	14008	1882	-1320	498	
1572	3645	12057	-2334	-1892	389	
1200	3103	10410	-5692	-1709	-195	
1328	3511	8897	-7919	-1243	380	
1214	5553	8679	-9002	-890	1390	
417	7680	9689	-9741	-554	2081	
665	9818	10271	-10228	-462	2230	
1796	12211	9082	-9571	-721	2316	
1884	16132	4556	-7920	-967	2829	
110	20472	-3313	-4784	-856	2877	
-407	20620	-6560	-326	72	1583	
-1241	5613	4409	2704	2845	969	
-2090	11548	7315	6545	1977	1347	
2143	12661	10096	5615	-89	-75	
1691	8545	8406	2733	793	-179	
1094	6080	7838	1218	566	-163	
1007	5005	7614	554	331	-229	
1277	4342	7489	318	134	-254	
1560	4141	7334	164	404	-297	
1261	4191	7309	-69	607	-418	
785	4098	7407	-244	560	-423	
640	4034	7493	-216	440	-368	
383	4023	7588	-32	276	-304	
682	3893	7768	295	121	-330	
588	3909	8092	928	-10	-446	
-103	3760	8549	2254	-121	-237	
-559	3496	8815	4396	-465	310	
-44	3263	8970	7388	-1063	846	
1985	2665	8987	11376	-1447	560	
5457	4871	10216	15478	-89	-1403	
8501	9615	17088	9361	1124	-434	
7379	4966	15250	4017	668	1185	
4500	3940	13095	-861	117	1824	
3204	3940	10428	-5573	-5	1022	
2784	4016	8253	-8737	340	342	
3126	5390	7362	-10129	525	620	
2636	7153	8318	-10544	460	1554	
2034	9534	9669	-10629	391	2070	
2266	12210	8682	-9975	291	1251	
1922	16122	4285	-8161	-623	977	
-1313	20664	-3514	-4566	-433	1237	
-1903	21369	-7179	-322	174	-423	
-159	-4546	7032	4143	1543	-985	
-1229	11192	8412	6616	2280	78	
207	11119	9472	4204	1905	-59	
249	7232	8266	2013	1000	85	
492	5639	7805	956	58	35	
1049	4976	7513	468	-486	47	
1618	4291	7369	315	-636	25	
2074	4042	7194	240	-304	-143	
2242	3877	7104	92	127	-444	
2214	3940	7163	-70	759	-772	
1216	4212	7353	-337	1161	-848	
499	4119	7579	-258	913	-672	
477	3982	7677	61	482	-656	
592	3979	7851	579	-33	-779	
53	3865	8305	1524	-133	-570	
-660	3656	8668	3346	-322	77	
-627	3552	8669	5776	-993	713	
544	2962	8907	9168	-1729	1025	
3722	2285	8604	13508	-2137	-141	
6158	11190	14295	14100	-1069	-800	
7957	5826	14803	6489	867	606	
6962	4219	12682	1746	361	1382	
4112	4273	10529	-2756	367	720	
3104	3632	8255	-6875	618	-416	
3674	4426	6613	-9111	723	-286	
3765	5937	6108	-9671	516	860	
2988	7681	7195	-9563	572	2128	
1468	9358	8121	-9419	340	2138	
1201	11677	8083	-9334	-402	551	
2395	14240	4703	-7699	-634	87	
-302	18422	-1793	-4268	61	1462	
-3883	19709	-5481	-292	1178	375	
1886	7949	6293	5104	1011	-804	
-1476	9449	8288	5899	2096	-526	
695	10323	9071	3737	1914	-713	
-27	7172	8216	1526	1559	-637	
-396	5697	7910	641	560	-339	
193	4807	7652	418	-284	-58	
1350	4262	7439	334	-457	88	
1671	3875	7374	202	33	-66	
949	4193	7406	65	304	-211	
846	4129	7425	-11	189	-211	
1046	4089	7389	-125	291	-335	
812	3949	7493	-194	372	-445	
724	3929	7528	-156	342	-480	
707	3879	7578	-95	380	-567	
338	3869	7885	212	352	-548	
-347	3718	8387	1370	-111	-411	
-13	3672	8643	2964	-379	-117	
560	3362	9143	5226	-328	73	
1512	3271	9185	8470	-652	-534	
4217	2931	8761	12443	-506	-2789	
4052	13301	13909	11021	-1096	-2702	
5435	6074	11561	5041	-805	93	
2472	4893	9220	989	-1552	1664	
452	5231	7414	-2447	-1864	1168	
-484	5162	5872	-4971	-1395	731	
-525	5379	4745	-6392	-1029	501	
311	5964	4664	-6745	-549	814	
985	7376	4939	-6514	-146	1547	
1268	7273	4530	-5901	-10	1783	
515	6684	4421	-4699	-194	1514	
102	5956	4733	-2801	-28	674	
6	9944	5585	-2012	-1868	1463	
